time = 1.95	Re = 0.1
0.159707	0.120704	0
0.198399	0.145294	1
0.225939	0.189241	2
0.234928	0.219009	3
0.243555	0.249227	4
0.247864	0.285179	5
0.250710	0.322986	6
0.249009	0.365912	7
0.245050	0.411492	8
0.235540	0.462027	9
0.221633	0.516924	10
0.210663	0.547346	11
0.199244	0.578182	12
0.183115	0.612358	13
0.164969	0.647845	14
0.137411	0.686607	15
0.098716	0.725879	16
0.067813	0.740263	17
0.037705	0.751630	18
0.007770	0.753737	19
-0.022918	0.757877	20
-0.079855	0.750586	21
-0.125281	0.736397	22
-0.162278	0.720052	23
-0.196173	0.707919	24
-0.224313	0.695298	25
-0.254987	0.686481	26
-0.280123	0.676836	27
-0.309368	0.669957	28
-0.359385	0.657339	29
-0.407750	0.647678	30
-0.452117	0.639912	31
-0.495969	0.634176	32
-0.534947	0.630260	33
-0.575216	0.627470	34
-0.610748	0.627384	35
-0.645622	0.626776	36
-0.677013	0.629998	37
-0.708417	0.632978	38
-0.755262	0.658580	39
