time = 3.65	Re = 0.1
0.173821	0.099222	0
0.215465	0.114817	1
0.238153	0.168572	2
0.240967	0.207780	3
0.240852	0.249334	4
0.234022	0.297663	5
0.223292	0.350275	6
0.214767	0.380295	7
0.206194	0.410542	8
0.195162	0.444672	9
0.183688	0.480039	10
0.168301	0.520827	11
0.150703	0.565812	12
0.138666	0.593398	13
0.126610	0.621007	14
0.109192	0.654862	15
0.085664	0.692928	16
0.052929	0.715063	17
0.018449	0.721637	18
-0.012127	0.716245	19
-0.050093	0.719282	20
-0.072291	0.700141	21
-0.099552	0.685314	22
-0.128275	0.658853	23
-0.138828	0.645877	24
-0.155379	0.633840	25
-0.180012	0.613399	26
-0.199808	0.594710	27
-0.225843	0.577267	28
-0.243527	0.561368	29
-0.270268	0.544478	30
-0.284044	0.531247	31
-0.315780	0.513183	32
-0.325720	0.501776	33
-0.357206	0.483460	34
-0.367287	0.472975	35
-0.399534	0.453410	36
-0.436823	0.424357	37
-0.475654	0.393759	38
-0.507785	0.364650	39
-0.545241	0.330953	40
-0.570627	0.303041	41
-0.604267	0.267048	42
-0.626280	0.238224	43
-0.655754	0.199970	44
-0.677727	0.166855	45
-0.698561	0.132423	46
-0.717364	0.097858	47
-0.735182	0.062080	48
-0.749749	0.028397	49
-0.763529	-0.005981	50
-0.775711	-0.041036	51
-0.787146	-0.076735	52
-0.795789	-0.109175	53
-0.804080	-0.141984	54
-0.811007	-0.176490	55
-0.817478	-0.211357	56
-0.822097	-0.242908	57
-0.826474	-0.274570	58
-0.828844	-0.305727	59
-0.831043	-0.336986	60
-0.833803	-0.395721	61
-0.833328	-0.454630	62
-0.837040	-0.501033	63
-0.841098	-0.544259	64
