time = 5.15	Re = 0.1
0.184453	0.077898	0
0.227594	0.085876	1
0.239056	0.116560	2
0.248529	0.149895	3
0.246720	0.197544	4
0.239054	0.248427	5
0.222862	0.305065	6
0.212186	0.335832	7
0.201556	0.366845	8
0.187719	0.402132	9
0.173799	0.439246	10
0.156868	0.483009	11
0.138923	0.532199	12
0.127131	0.562992	13
0.114983	0.594586	14
0.098547	0.635668	15
0.075130	0.686721	16
0.046889	0.700355	17
0.014912	0.711166	18
-0.041590	0.711359	19
-0.078366	0.678735	20
-0.097905	0.658204	21
-0.109200	0.638171	22
-0.126769	0.621137	23
-0.127191	0.611003	24
-0.160600	0.589909	25
-0.155689	0.583144	26
-0.187886	0.562032	27
-0.163050	0.567953	28
-0.190697	0.551896	29
-0.218123	0.535951	30
-0.190415	0.544160	31
-0.218259	0.527615	32
-0.245853	0.511168	33
-0.276571	0.486257	34
-0.283641	0.477580	35
-0.306703	0.460524	36
-0.335700	0.435808	37
-0.355119	0.415987	38
-0.386897	0.388427	39
-0.403203	0.369719	40
-0.433405	0.340343	41
-0.444211	0.324925	42
-0.478600	0.288131	43
-0.484165	0.276179	44
-0.515133	0.237362	45
-0.521185	0.224266	46
-0.549547	0.181642	47
-0.575344	0.128831	48
-0.587303	0.099600	49
-0.599031	0.069955	50
-0.613963	0.017454	51
-0.621333	-0.014750	52
-0.628298	-0.047537	53
-0.633082	-0.095284	54
-0.635120	-0.128123	55
-0.636718	-0.161405	56
-0.634202	-0.208520	57
-0.630917	-0.240949	58
-0.627163	-0.273704	59
-0.616567	-0.326261	60
-0.601948	-0.378900	61
-0.583731	-0.429494	62
-0.561548	-0.480057	63
-0.537926	-0.524738	64
-0.511158	-0.569116	65
-0.481476	-0.611679	66
-0.448801	-0.653492	67
-0.417219	-0.688666	68
-0.383229	-0.723199	69
-0.345856	-0.756547	70
-0.306092	-0.788693	71
-0.268656	-0.815427	72
-0.229269	-0.841122	73
-0.189888	-0.863514	74
-0.149051	-0.884971	75
-0.109630	-0.903271	76
-0.068837	-0.920854	77
-0.028113	-0.935461	78
0.014175	-0.948594	79
0.047170	-0.960446	80
0.079721	-0.972094	81
0.133090	-0.993426	82
