time = 3.05	Re = 0.1
0.169081	0.107144	0
0.209776	0.125880	1
0.233840	0.176041	2
0.238763	0.211793	3
0.241736	0.249427	4
0.238769	0.293768	5
0.232721	0.341620	6
0.220757	0.396212	7
0.212611	0.426590	8
0.204355	0.457214	9
0.192423	0.492024	10
0.179600	0.528512	11
0.162717	0.570626	12
0.141871	0.617188	13
0.126197	0.645561	14
0.109108	0.674750	15
0.076871	0.710976	16
0.023646	0.728076	17
-0.035788	0.728655	18
-0.085938	0.711358	19
-0.116658	0.685960	20
-0.142429	0.667356	21
-0.162705	0.648545	22
-0.186683	0.633009	23
-0.202125	0.618269	24
-0.229119	0.604310	25
-0.241061	0.591683	26
-0.268359	0.578386	27
-0.279666	0.567868	28
-0.308276	0.554499	29
-0.344643	0.531931	30
-0.382553	0.510058	31
-0.415448	0.488879	32
-0.453513	0.466637	33
-0.481193	0.446893	34
-0.517388	0.423944	35
-0.542940	0.404181	36
-0.576972	0.379905	37
-0.603924	0.358175	38
-0.630575	0.335667	39
-0.655907	0.312899	40
-0.681014	0.289495	41
-0.703102	0.266958	42
-0.725084	0.244192	43
-0.746144	0.220606	44
-0.767121	0.196828	45
-0.802855	0.152668	46
-0.838099	0.105070	47
-0.868678	0.061762	48
-0.896362	0.017780	49
-0.922234	-0.022731	50
-0.946493	-0.064782	51
-0.971082	-0.091367	52
-0.995363	-0.116906	53
