time = 0.75	Re = 0.1
0.148628	0.133993	0
0.185184	0.165080	1
0.217361	0.203345	2
0.245880	0.248361	3
0.270596	0.299246	4
0.280656	0.327519	5
0.290715	0.355792	6
0.298144	0.386459	7
0.305192	0.417441	8
0.309364	0.450176	9
0.312822	0.483323	10
0.313149	0.517478	11
0.312522	0.551948	12
0.308655	0.586588	13
0.303659	0.621252	14
0.295562	0.654968	15
0.286356	0.688448	16
0.274870	0.720042	17
0.262350	0.751133	18
0.248869	0.779349	19
0.235286	0.807271	20
0.209488	0.856896	21
0.188584	0.901822	22
0.173980	0.944059	23
0.171279	0.987063	24
