time = 4.95	Re = 0.1
0.183179	0.080777	0
0.226172	0.089818	1
0.237491	0.120048	2
0.247175	0.152406	3
0.245942	0.198912	4
0.239257	0.248605	5
0.224276	0.304281	6
0.214247	0.334607	7
0.204230	0.365118	8
0.191066	0.399737	9
0.177741	0.436016	10
0.161442	0.478479	11
0.144279	0.525563	12
0.133039	0.554672	13
0.121576	0.584179	14
0.106660	0.621463	15
0.088213	0.663976	16
0.064541	0.701766	17
0.010439	0.713089	18
-0.048036	0.709760	19
-0.080980	0.683671	20
-0.095828	0.658968	21
-0.112982	0.641226	22
-0.115295	0.628656	23
-0.145517	0.609474	24
-0.142681	0.600423	25
-0.172432	0.580911	26
-0.150962	0.583720	27
-0.201672	0.555157	28
-0.177132	0.560443	29
-0.228790	0.530737	30
-0.258661	0.506771	31
-0.265952	0.497969	32
-0.288302	0.482022	33
-0.316947	0.458506	34
-0.336532	0.439331	35
-0.368143	0.413618	36
-0.384870	0.395610	37
-0.415276	0.368348	38
-0.426637	0.353408	39
-0.461653	0.319578	40
-0.467872	0.307774	41
-0.499988	0.272091	42
-0.506711	0.259398	43
-0.536798	0.220122	44
-0.565360	0.170568	45
-0.579050	0.143076	46
-0.592628	0.115386	47
-0.611108	0.065736	48
-0.620811	0.035240	49
-0.630239	0.004350	50
-0.638886	-0.041358	51
-0.643734	-0.072793	52
-0.648318	-0.104532	53
-0.650213	-0.150170	54
-0.650114	-0.181676	55
-0.649792	-0.213394	56
-0.644945	-0.264915	57
-0.636482	-0.316906	58
-0.624522	-0.367297	59
-0.608958	-0.418046	60
-0.591419	-0.463356	61
-0.570961	-0.508729	62
-0.547575	-0.552766	63
-0.521450	-0.596549	64
-0.495709	-0.634014	65
-0.467833	-0.671239	66
-0.436664	-0.707797	67
-0.403141	-0.743647	68
-0.371208	-0.774212	69
-0.337652	-0.804214	70
-0.303603	-0.830859	71
-0.268007	-0.856630	72
-0.233112	-0.879300	73
-0.197156	-0.901936	74
-0.160947	-0.921941	75
-0.123602	-0.940907	76
-0.094233	-0.957236	77
-0.064940	-0.973366	78
-0.018163	-1.001453	79
