time = 5.7	Re = 0.1
0.187737	0.069795	0
0.231229	0.074802	1
0.243129	0.106941	2
0.252145	0.142853	3
0.248872	0.193778	4
0.238555	0.247850	5
0.228884	0.277355	6
0.219115	0.306876	7
0.206782	0.338631	8
0.194357	0.371120	9
0.179019	0.407825	10
0.163597	0.447219	11
0.145094	0.494679	12
0.125080	0.550240	13
0.111790	0.586373	14
0.097135	0.625587	15
0.085209	0.654674	16
0.072138	0.685091	17
0.047854	0.699660	18
0.011016	0.709037	19
-0.046787	0.707678	20
-0.049398	0.697157	21
-0.078606	0.667555	22
-0.098361	0.644370	23
-0.109922	0.625159	24
-0.133547	0.605111	25
-0.141692	0.590716	26
-0.162268	0.573201	27
-0.158499	0.567986	28
-0.200753	0.540669	29
-0.190953	0.539039	30
-0.229557	0.512953	31
-0.196316	0.526880	32
-0.229898	0.505648	33
-0.262422	0.484847	34
-0.227079	0.500871	35
-0.259851	0.479432	36
-0.291489	0.458270	37
-0.323763	0.430065	38
-0.330208	0.421479	39
-0.354466	0.400996	40
-0.383605	0.372419	41
-0.401997	0.350535	42
-0.433273	0.317371	43
-0.447971	0.296543	44
-0.476383	0.260952	45
-0.485325	0.244153	46
-0.516329	0.198823	47
-0.520010	0.186526	48
-0.546105	0.139040	49
-0.550032	0.124968	50
-0.571757	0.073338	51
-0.579950	0.042980	52
-0.587954	0.012166	53
-0.594105	-0.021304	54
-0.599702	-0.055766	55
-0.603157	-0.114753	56
-0.603032	-0.150694	57
-0.601902	-0.187566	58
-0.594609	-0.239045	59
-0.587844	-0.274309	60
-0.580000	-0.310248	61
-0.563902	-0.359027	62
-0.550852	-0.392174	63
-0.536638	-0.425762	64
-0.509032	-0.477853	65
-0.492882	-0.503268	66
-0.476702	-0.528694	67
-0.440914	-0.576057	68
-0.420776	-0.598909	69
-0.400542	-0.621775	70
-0.360402	-0.660439	71
-0.316580	-0.697284	72
-0.270055	-0.730730	73
-0.220103	-0.761872	74
-0.173708	-0.786201	75
-0.124604	-0.808830	76
-0.072541	-0.828524	77
-0.018159	-0.845532	78
0.031864	-0.857825	79
0.083645	-0.867915	80
0.133730	-0.874236	81
0.185157	-0.878368	82
0.234034	-0.879537	83
0.284538	-0.879062	84
0.332885	-0.875939	85
0.382822	-0.868568	86
0.421768	-0.864123	87
0.459785	-0.860066	88
0.517518	-0.858097	89
