time = 1.2	Re = 0.1
0.152895	0.129181	0
0.190205	0.157817	1
0.220552	0.198104	2
0.244969	0.248764	3
0.254189	0.278475	4
0.263155	0.308512	5
0.268829	0.342514	6
0.273666	0.377376	7
0.274875	0.415401	8
0.274427	0.454809	9
0.269639	0.496833	10
0.261946	0.540538	11
0.248831	0.586073	12
0.230956	0.633134	13
0.205421	0.680442	14
0.171301	0.727182	15
0.149185	0.747638	16
0.127035	0.768056	17
0.100831	0.783681	18
0.074683	0.799143	19
0.023328	0.818771	20
-0.024293	0.832593	21
-0.065466	0.842142	22
-0.102537	0.851590	23
-0.132488	0.860648	24
-0.161142	0.871696	25
-0.204918	0.897356	26
-0.235411	0.929327	27
-0.250044	0.971262	28
