time = 4.85	Re = 0.1
0.182515	0.082259	0
0.225439	0.091781	1
0.236701	0.121784	2
0.246495	0.153659	3
0.245554	0.199597	4
0.239363	0.248687	5
0.224992	0.303865	6
0.215293	0.333957	7
0.205584	0.364214	8
0.192777	0.398473	9
0.179749	0.434342	10
0.163788	0.476152	11
0.147026	0.522218	12
0.136036	0.550559	13
0.124948	0.579057	14
0.110626	0.614741	15
0.093750	0.654256	16
0.076095	0.686834	17
0.036097	0.712894	18
-0.020779	0.712698	19
-0.068074	0.699994	20
-0.088388	0.670667	21
-0.105406	0.652310	22
-0.109095	0.638079	23
-0.137783	0.619819	24
-0.136116	0.609422	25
-0.164574	0.590700	26
-0.144866	0.591886	27
-0.193324	0.564992	28
-0.170430	0.568809	29
-0.220175	0.540669	30
-0.249590	0.517104	31
-0.256976	0.508227	32
-0.278956	0.492794	33
-0.307362	0.469836	34
-0.327005	0.450936	35
-0.358427	0.426105	36
-0.375307	0.408432	37
-0.405749	0.382186	38
-0.417369	0.367482	39
-0.452575	0.335095	40
-0.459101	0.323368	41
-0.491655	0.289214	42
-0.498731	0.276722	43
-0.529534	0.239136	44
-0.559329	0.191229	45
-0.573783	0.164623	46
-0.588214	0.137934	47
-0.608316	0.089792	48
-0.619113	0.060209	49
-0.629703	0.030319	50
-0.640139	-0.014266	51
-0.646302	-0.044904	52
-0.652273	-0.075769	53
-0.656245	-0.120515	54
-0.657662	-0.151437	55
-0.658964	-0.182512	56
-0.656850	-0.233280	57
-0.651333	-0.284689	58
-0.642407	-0.334729	59
-0.630078	-0.385297	60
-0.615574	-0.430655	61
-0.598291	-0.476228	62
-0.578061	-0.520669	63
-0.555204	-0.565029	64
-0.532374	-0.603270	65
-0.507548	-0.641445	66
-0.479537	-0.679272	67
-0.449327	-0.716574	68
-0.420338	-0.748585	69
-0.389685	-0.780164	70
-0.358275	-0.808760	71
-0.325531	-0.836872	72
-0.293731	-0.861596	73
-0.260186	-0.885810	74
-0.226207	-0.907915	75
-0.191479	-0.929422	76
-0.164368	-0.947693	77
-0.137138	-0.965857	78
-0.094183	-0.997790	79
