time = 0.001	Re = 1	rotation = 0
0.593533	0.687938	5767	
0.623332	-0.231860	3771	
0.296648	-0.886871	1158	
0.272611	-0.044942	6546	
0.812128	-0.040858	2281	
0.393457	0.671764	1004	
0.337692	0.296006	2252	
0.141091	0.740034	6147	
0.474210	0.601348	6123	
0.520835	0.357238	8491	
0.720796	0.163319	2355	
0.537890	0.516694	6185	
0.105855	-0.052905	9081	
0.186806	0.473650	8040	
0.215821	-0.729780	1315	
0.323440	-0.700974	8008	
0.222094	-0.227244	1870	
0.902498	-0.101003	4310	
0.100220	0.939518	8965	
0.652482	-0.658834	357	
0.358653	0.501014	7228	
0.607480	-0.350513	3488	
0.038694	0.268510	3205	
0.581679	-0.171845	5572	
0.474944	0.246545	1969	
0.338357	0.349166	6801	
0.317758	0.556373	3451	
0.013817	0.245678	4593	
0.878212	0.018371	4974	
0.055617	-0.097737	430	
0.019871	-0.116598	1815	
0.481271	0.376841	686	
0.216952	0.130161	7222	
0.865120	0.017073	4974	
0.082668	-0.444646	3173	
0.010041	0.684674	562	
0.647857	0.682125	784	
0.264526	-0.204623	4793	
0.552151	-0.670672	3244	
0.369101	-0.707486	3071	
0.570026	0.406905	3690	
0.288343	-0.133712	3140	
0.755899	-0.208559	2961	
0.896316	0.276946	3169	
0.891914	0.359219	5141	
0.116736	0.533931	4223	
0.412171	0.350466	1800	
0.249423	-0.373813	8787	
0.965593	0.175965	4821	
0.659734	0.065753	3375	
0.230323	-0.210492	2385	
0.618758	-0.050884	5138	
0.470564	0.431679	6649	
0.287758	-0.233363	4624	
0.102048	-0.815355	8905	
0.354150	0.103278	5030	
0.034563	0.937889	8682	
0.320440	-0.557795	5610	
0.140458	-0.805621	3947	
0.536918	-0.104685	8515	
0.099274	-0.295476	4422	
0.469931	0.681811	2458	
0.507649	-0.666813	695	
0.410676	-0.720466	7698	
0.034188	0.965116	789	
0.373131	-0.160222	2197	
0.050319	-0.269058	7960	
0.016089	-0.538532	8276	
0.749678	-0.321942	9073	
0.489227	-0.322519	6956	
0.178832	-0.658206	7364	
0.464200	0.748682	6353	
0.944336	0.215562	6663	
0.597222	0.566692	4860	
0.267621	0.357914	5740	
0.964598	0.107520	5453	
0.211835	-0.555326	6003	
0.218888	0.138928	7222	
0.617743	0.084380	2875	
0.478950	0.353684	4321	
0.607474	0.428787	6601	
0.469409	-0.088440	5195	
0.229982	0.762941	7121	
0.904716	0.290665	7858	
0.324722	0.039098	5193	
-0.000321	-0.376279	2133	
0.426222	0.770249	4397	
0.679791	-0.088420	4734	
0.483986	0.576995	5556	
0.230202	0.760365	7121	
0.314607	0.914588	5965	
0.472175	0.422696	6649	
0.154155	0.460730	9470	
0.645694	-0.570885	4775	
0.187073	0.614974	8341	
