Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 15.0100	Mesh (Number of cells): 1891
0.1568211795 	 -0.8282719322 	 0.8542183511 	 0.8542183614 	 281
-0.1568211795 	 0.8282719322 	 -0.8542184610 	 -0.8542184712 	 282
-0.1639726875 	 0.4608825254 	 0.0025237163 	 0.0025237234 	 283
0.1639726875 	 -0.4608825254 	 -0.0025236573 	 -0.0025236645 	 284
0.4609541458 	 0.3258327244 	 -0.0985773860 	 -0.0985773830 	 285
-0.4609541458 	 -0.3258327244 	 0.0985773902 	 0.0985773872 	 286
-0.0222032196 	 -0.7605293085 	 0.6224457972 	 0.6224458123 	 287
0.0222032196 	 0.7605293085 	 -0.6224456566 	 -0.6224456718 	 288
0.1304455684 	 -0.4124768629 	 -0.0063087116 	 -0.0063087170 	 289
-0.1304455684 	 0.4124768629 	 0.0063088162 	 0.0063088215 	 290
0.0750978191 	 0.5133496327 	 -0.0001442990 	 -0.0001442982 	 291
-0.0750978191 	 -0.5133496327 	 0.0001442077 	 0.0001442070 	 292
-0.2754735231 	 0.2668824788 	 0.0363625333 	 0.0363625411 	 293
0.2754735231 	 -0.2668824788 	 -0.0363619006 	 -0.0363619088 	 294
0.3127109467 	 0.2061115095 	 0.0788329599 	 0.0788329663 	 295
-0.3127109467 	 -0.2061115095 	 -0.0788332968 	 -0.0788333029 	 296
-0.0903610878 	 0.7767889993 	 -0.6822834519 	 -0.6822834628 	 297
0.0903610878 	 -0.7767889993 	 0.6822832355 	 0.6822832465 	 298
0.0837566854 	 -0.7220116917 	 0.3238029345 	 0.3238029391 	 299
-0.0837566854 	 0.7220116917 	 -0.3238042395 	 -0.3238042431 	 300
-0.1568549326 	 -0.4527971376 	 -0.0040313417 	 -0.0040313448 	 301
0.1568549326 	 0.4527971377 	 0.0040313491 	 0.0040313523 	 302
0.0766134360 	 -0.3018730841 	 -0.0018118078 	 -0.0018118093 	 303
-0.0766134360 	 0.3018730841 	 0.0018117229 	 0.0018117244 	 304
-0.2430085629 	 0.2731112523 	 0.0391557401 	 0.0391557483 	 305
0.2430085629 	 -0.2731112523 	 -0.0391550483 	 -0.0391550570 	 306
-0.1396323069 	 -0.5007257908 	 0.0064877535 	 0.0064877515 	 307
0.1396323069 	 0.5007257908 	 -0.0064877109 	 -0.0064877089 	 308
0.4783316856 	 -0.2595562225 	 0.0609714884 	 0.0609714842 	 309
-0.4783316856 	 0.2595562225 	 -0.0609713495 	 -0.0609713454 	 310
-0.5851565591 	 0.5595831123 	 -0.4618653724 	 -0.4618653696 	 311
0.5851565591 	 -0.5595831123 	 0.4618650835 	 0.4618650809 	 312
-0.2944115211 	 -0.0705877376 	 -0.0558483038 	 -0.0558483079 	 313
0.2944115211 	 0.0705877376 	 0.0558482572 	 0.0558482614 	 314
0.2972108194 	 0.2414582668 	 0.0763925765 	 0.0763925831 	 315
-0.2972108195 	 -0.2414582668 	 -0.0763929722 	 -0.0763929786 	 316
0.0852653494 	 -0.2895225597 	 -0.0032742817 	 -0.0032742841 	 317
-0.0852653494 	 0.2895225597 	 0.0032744749 	 0.0032744772 	 318
0.0739274322 	 0.2303524707 	 0.0022104428 	 0.0022104448 	 319
-0.0739274322 	 -0.2303524707 	 -0.0022112690 	 -0.0022112704 	 320
0.6381562897 	 0.6008782159 	 -0.6186252619 	 -0.6186252615 	 321
-0.6381562897 	 -0.6008782159 	 0.6186252889 	 0.6186252884 	 322
0.1155507756 	 0.5134367444 	 -0.0056140441 	 -0.0056140425 	 323
-0.1155507756 	 -0.5134367444 	 0.0056140614 	 0.0056140598 	 324
0.3569578409 	 0.0030109474 	 0.0262257340 	 0.0262257349 	 325
-0.3569578409 	 -0.0030109474 	 -0.0262256134 	 -0.0262256143 	 326
-0.1514548630 	 -0.1725119513 	 -0.0406515854 	 -0.0406515891 	 327
0.1514548630 	 0.1725119513 	 0.0406511431 	 0.0406511472 	 328
0.2915436460 	 -0.6775755038 	 0.4304322413 	 0.4304322428 	 329
-0.2915436460 	 0.6775755038 	 -0.4304329216 	 -0.4304329227 	 330
-0.4169237812 	 0.3310939148 	 -0.0448963660 	 -0.0448963598 	 331
0.4169237812 	 -0.3310939148 	 0.0448965549 	 0.0448965486 	 332
0.2112931675 	 0.2596407997 	 0.0758172733 	 0.0758172810 	 333
-0.2112931675 	 -0.2596407997 	 -0.0758179121 	 -0.0758179194 	 334
-0.0744793399 	 -0.5689047712 	 0.0014744741 	 0.0014744735 	 335
0.0744793399 	 0.5689047712 	 -0.0014744377 	 -0.0014744372 	 336
-0.5171111956 	 -0.3574637015 	 0.1657766049 	 0.1657766025 	 337
0.5171111956 	 0.3574637015 	 -0.1657765552 	 -0.1657765529 	 338
-0.1864258272 	 0.4828384943 	 -0.0040620668 	 -0.0040620590 	 339
0.1864258272 	 -0.4828384943 	 0.0040620599 	 0.0040620521 	 340
0.2673275964 	 -0.6291878232 	 0.2212003827 	 0.2212003793 	 341
-0.2673275964 	 0.6291878232 	 -0.2212010451 	 -0.2212010413 	 342
0.3176514520 	 0.0111303733 	 0.0256469922 	 0.0256469935 	 343
-0.3176514520 	 -0.0111303733 	 -0.0256469143 	 -0.0256469157 	 344
0.4943365259 	 0.7552455461 	 -0.7463116580 	 -0.7463116579 	 345
-0.4943365259 	 -0.7552455461 	 0.7463117280 	 0.7463117278 	 346
0.1728801999 	 0.2268484726 	 0.0699288044 	 0.0699288125 	 347
-0.1728801999 	 -0.2268484726 	 -0.0699296902 	 -0.0699296977 	 348
-0.1687653697 	 0.5121873802 	 -0.0068508724 	 -0.0068508650 	 349
0.1687653697 	 -0.5121873802 	 0.0068508035 	 0.0068507962 	 350
-0.4346765531 	 0.2833045065 	 -0.0393466172 	 -0.0393466118 	 351
0.4346765531 	 -0.2833045065 	 0.0393468464 	 0.0393468409 	 352
0.0816278087 	 -0.4331154174 	 -0.0003831859 	 -0.0003831881 	 353
-0.0816278087 	 0.4331154174 	 0.0003833068 	 0.0003833090 	 354
0.1401679212 	 -0.3935838645 	 -0.0089466362 	 -0.0089466420 	 355
