Time	U_x	U_y	P	Max.Res.
0	0	0	0	0
0.01	-0.05229754365	0.07813795478	0.5530997134	1
0.02	-0.08079215159	0.1400541107	0.9285026236	14.09931255
0.03	-0.1235703464	0.1996872493	1.144436975	7.25662419
0.04	-0.1597411111	0.2409370443	1.339171641	71.97189702
0.05	-0.198848951	0.275534959	1.516673538	4.281172458
0.06	-0.2340396934	0.3008662684	1.708932763	3.085207496
0.07	-0.2685419276	0.3223216517	1.908007175	3.771575242
0.08	-0.2997802936	0.3393808551	2.120374236	55.20511464
0.09	-0.3289342138	0.3542738846	2.340167318	12.55811932
0.1	-0.3552043344	0.3669916664	2.568068814	34.53256859
0.11	-0.3791984421	0.3783596593	2.801105546	16.58049667
0.12	-0.4007143635	0.3884256656	3.038829484	8.153358468
0.13	-0.4200926062	0.3976155842	3.279609894	8.169931018
0.14	-0.4373940599	0.4060183801	3.522937389	8.331623363
0.15	-0.452846537	0.4138242754	3.768047432	6.680764176
0.16	-0.4665753112	0.4211010663	4.014573309	9.280752851
0.17	-0.4787592843	0.4279456668	4.262087555	5.324060361
0.18	-0.4895353556	0.4344081258	4.510358383	12.1196142
0.19	-0.4990523903	0.4405450537	4.759162469	107.8222965
0.2	-0.5074374911	0.4463931487	5.008364545	3.466860289
0.21	-0.5148149363	0.4519885513	5.257847959	2.840365763
0.22	-0.5212955168	0.4573576883	5.507536245	3.307656557
0.23	-0.5269827439	0.4625232909	5.757369647	1.701435736
0.24	-0.5319699013	0.4675029605	6.007307956	1.460101986
0.25	-0.536342167	0.4723112546	6.257322182	1.045336969
0.26	-0.5401764666	0.4769601672	6.50739384	0.7424941937
0.27	-0.543541438	0.4814585334	6.757514423	3.667317143
0.28	-0.5464987601	0.4858137015	7.007679007	1.057881105
0.29	-0.5491031418	0.4900315445	7.257886719	1.454092326
0.3	-0.5514031678	0.4941173339	7.508138421	6.966656877
0.31	-0.5534415284	0.4980753532	7.758436295	7.530842295
0.32	-0.5552555682	0.5019091548	8.008782462	7.348938134
0.33	-0.5568777708	0.5056217095	8.259178841	3.00352814
0.34	-0.5583364003	0.509215592	8.509626928	2.141383613
0.35	-0.5596557467	0.5126929911	8.760127699	1.251049239
0.36	-0.5608566746	0.5160558522	9.010681696	0.9076281308
0.37	-0.5619570077	0.519305959	9.261288984	2.608904046
0.38	-0.5629719221	0.5224449902	9.511949113	1.221063691
0.39	-0.5639142934	0.525474572	9.762661056	1.489303719
0.4	-0.5647950091	0.5283963151	10.01342323	4.148432051
0.41	-0.5656232501	0.5312118663	10.26423347	5.145016618
0.42	-0.5664067527	0.5339229278	10.5150891	1.38902967
0.43	-0.5671520495	0.5365312892	10.76598695	1.345166432
0.44	-0.5678646577	0.5390388393	11.0169234	1.33922068
0.45	-0.5685492523	0.5414475907	11.26789455	1.53474142
0.46	-0.5692097822	0.5437596834	11.51889622	0.7216571466
0.47	-0.5698496204	0.5459774048	11.76992419	3.061531122
0.48	-0.5704716709	0.548103202	12.02097429	0.7184133979
0.49	-0.5710783954	0.5501396803	12.27204244	0.9223643072
0.5	-0.57167189	0.5520895917	12.52312468	2.038980842
0.51	-0.5722539481	0.5539558251	12.77421727	1.012431664
0.52	-0.5728260901	0.5557413601	13.02531689	2.140477165
0.53	-0.5733896369	0.5574493118	13.27642042	0.7333950876
0.54	-0.573945721	0.5590828958	13.52752516	3.714978586
0.55	-0.5744953083	0.5606454069	13.77862876	1.506725148
0.56	-0.5750392048	0.5621402026	14.02972926	1.169223468
0.57	-0.5755780801	0.5635706743	14.28082504	2.714378746
0.58	-0.5761124638	0.5649402251	14.53191493	0.8621062201
0.59	-0.5766427803	0.5662522489	14.78299817	0.5735510204
0.6	-0.5771693568	0.5675101023	15.03407439	0.7719257789
0.61	-0.5776924311	0.5687170737	15.2851436	0.4273107784
0.62	-0.5782121501	0.5698763674	15.5362061	0.4552059382
0.63	-0.5787285917	0.5709910878	15.7872625	0.605539442
0.64	-0.5792416691	0.5720641684	16.03831374	0.6709586439
0.65	-0.5797512384	0.5730983949	16.28936092	0.3442967529
0.66	-0.5802571664	0.5740964116	16.54040518	0.4353063316
0.67	-0.5807592882	0.5750607129	16.79144774	0.3339682369
0.68	-0.5812574278	0.5759936494	17.04248991	0.2635275069
0.69	-0.5817513964	0.5768974249	17.29353309	0.2736158428
0.7	-0.5822409994	0.5777740937	17.54457871	0.2484223147
0.71	-0.5827260431	0.5786255598	17.7956282	0.2139297944
0.72	-0.5832063385	0.579453577	18.04668297	0.2069728766
0.73	-0.5836817063	0.5802597519	18.29774433	0.1962270162
0.74	-0.5841519825	0.5810455482	18.54881348	0.1766822846
0.75	-0.5846170231	0.5818122933	18.79989146	0.189323253
0.76	-0.5850767078	0.5825611857	19.05097911	0.2207946423
0.77	-0.5855309438	0.5832933042	19.30207703	0.2305431884
0.78	-0.5859796657	0.5840096187	19.55318562	0.1538611321
0.79	-0.5864228421	0.5847110008	19.804305	0.1222661535
0.8	-0.5868604688	0.5853982211	20.05543501	0.1816915927
0.81	-0.5872925742	0.5860719621	20.30657523	0.2210305355
0.82	-0.5877192158	0.5867328388	20.55772496	0.210841674
0.83	-0.5881404753	0.58738141	20.80888328	0.1893414556
0.84	-0.5885564536	0.5880181882	21.06004905	0.1682470906
0.85	-0.5889672695	0.5886436461	21.31122093	0.1500668652
0.86	-0.5893730559	0.589258221	21.56239743	0.134862263
0.87	-0.5897739569	0.5898623203	21.81357689	0.1369551676
0.88	-0.5901701238	0.5904563251	22.06475754	0.1582297849
0.89	-0.5905617106	0.5910405954	22.31593751	0.1579559428
0.9	-0.5909488686	0.591615477	22.56711488	0.1492001175
0.91	-0.5913317432	0.5921813032	22.81828769	0.1512253237
0.92	-0.5917104716	0.5927383897	23.06945399	0.1811166771
0.93	-0.5920851801	0.5932870348	23.32061182	0.2198423248
0.94	-0.5924559842	0.5938275248	23.57175931	0.2684288109
0.95	-0.5928229865	0.5943601366	23.82289464	0.3144740659
0.96	-0.5931862751	0.5948851384	24.07401612	0.2817562018
0.97	-0.5935459218	0.5954027901	24.32512214	0.2292513846
0.98	-0.5939019823	0.5959133438	24.57621126	0.268032225
0.99	-0.5942544971	0.5964170454	24.82728218	0.295802377
1	-0.5946034876	0.5969141287	25.07833374	0.2332034338
1.01	-0.5949489574	0.5974048162	25.32936496	0.1871955269
1.02	-0.5952909028	0.5978893115	25.58037505	0.1864383654
1.03	-0.5956293061	0.5983678038	25.83136337	0.2159349566
1.04	-0.5959641336	0.598840466	26.08232946	0.1999068646
1.05	-0.5962953385	0.5993074587	26.33327306	0.1731286799
1.06	-0.5966228616	0.5997689287	26.58419407	0.1483888308
1.07	-0.5969466341	0.6002250081	26.83509257	0.127740678
1.08	-0.5972665795	0.6006758143	27.08596883	0.1108249062
1.09	-0.5975826159	0.6011214475	27.33682327	0.1050154132
1.1	-0.5978946604	0.6015619913	27.58765644	0.1098633556
1.11	-0.5982026314	0.6019975152	27.83846903	0.1131826044
1.12	-0.5985064496	0.6024280743	28.08926183	0.1135320868
1.13	-0.5988060385	0.6028537102	28.34003572	0.1087834741
1.14	-0.599101326	0.6032744516	28.59079167	0.09638281699
1.15	-0.5993922456	0.6036903149	28.84153068	0.08424127465
1.16	-0.5996787382	0.6041013057	29.09225382	0.06496100304
1.17	-0.5999607521	0.6045074196	29.34296218	0.05227188669
1.18	-0.600238244	0.6049086438	29.59365689	0.05885480466
1.19	-0.6005111788	0.6053049576	29.84433905	0.06441018273
1.2	-0.6007795304	0.6056963339	30.09500979	0.06571592683
1.21	-0.6010432815	0.60608274	30.3456702	0.07025810858
1.22	-0.6013024241	0.6064641392	30.59632135	0.07213658276
1.23	-0.6015569594	0.6068404919	30.8469643	0.07075316279
1.24	-0.6018068974	0.6072117566	31.09760002	0.06759120795
1.25	-0.6020522569	0.6075778915	31.34822947	0.06561133408
1.26	-0.6022930649	0.6079388554	31.59885354	0.06338265177
1.27	-0.6025293564	0.6082946089	31.84947307	0.0606329256
1.28	-0.6027611743	0.608645116	32.10008884	0.05979573452
1.29	-0.6029885687	0.608990345	32.35070154	0.05962826299
1.3	-0.6032115958	0.6093302691	32.60131183	0.05915157608
1.31	-0.603430317	0.6096648668	32.85192029	0.0584273494
1.32	-0.6036447985	0.6099941234	33.10252744	0.05750635324
1.33	-0.6038551096	0.6103180299	33.35313373	0.05643132322
1.34	-0.6040613236	0.6106365852	33.60373955	0.05523586267
1.35	-0.6042635163	0.6109497954	33.85434526	0.05394861277
1.36	-0.6044617659	0.6112576744	34.10495113	0.0525935104
1.37	-0.6046561524	0.6115602435	34.3555574	0.05119016096
1.38	-0.6048467569	0.6118575315	34.60616428	0.04975464953
1.39	-0.6050336615	0.6121495745	34.85677189	0.04830015099
1.4	-0.6052169486	0.6124364156	35.10738037	0.0468374201
1.41	-0.6053967008	0.6127181048	35.35798978	0.04537518366
1.42	-0.6055729989	0.6129946984	35.60860017	0.04448696143
1.43	-0.6057459223	0.6132662582	35.85921158	0.04392421495
1.44	-0.6059155493	0.6135328513	36.109824	0.04326964689
1.45	-0.6060819571	0.6137945493	36.36043744	0.04275133381
1.46	-0.6062452214	0.6140514281	36.61105185	0.04233559013
1.47	-0.6064054167	0.6143035671	36.86166721	0.04181716905
1.48	-0.6065626157	0.6145510494	37.11228347	0.04120641423
1.49	-0.6067168897	0.6147939603	37.36290059	0.04051369877
1.5	-0.6068683082	0.6150323875	37.61351852	0.03974921241
1.51	-0.6070169385	0.6152664203	37.86413719	0.03892262875
1.52	-0.6071628467	0.615496149	38.11475656	0.03804295036
1.53	-0.6073060967	0.6157216644	38.36537657	0.03711875835
1.54	-0.607446751	0.6159430572	38.61599715	0.03615836785
1.55	-0.6075848705	0.6161604176	38.86661825	0.0354807484
1.56	-0.6077205146	0.6163738349	39.11723982	0.03616433514
1.57	-0.6078537414	0.6165833969	39.36786179	0.03665201587
1.58	-0.6079846078	0.6167891894	39.6184841	0.03695951327
1.59	-0.6081131696	0.6169912961	39.86910668	0.03710294625
1.6	-0.6082394814	0.6171897983	40.11972948	0.03709832936
1.61	-0.608363597	0.6173847753	40.37035241	0.03696127507
1.62	-0.6084855695	0.6175763033	40.6209754	0.03670673625
1.63	-0.6086054496	0.6177644546	40.87159836	0.03634883005
1.64	-0.6087232858	0.6179492973	41.1222212	0.03590072561
1.65	-0.6088391257	0.6181308954	41.37284382	0.03537458515
1.66	-0.6089530169	0.6183093091	41.6234661	0.03478154652
1.67	-0.609065007	0.6184845949	41.87408794	0.03413173701
1.68	-0.6091751435	0.6186568058	42.12470918	0.0334343095
1.69	-0.6092834735	0.6188259914	42.37532969	0.03269749354
1.7	-0.6093900438	0.6189921979	42.62594931	0.03192902467
1.71	-0.6094949003	0.6191554683	42.87656784	0.03113712026
1.72	-0.6095980883	0.6193158424	43.12718509	0.03033263854
1.73	-0.6096996518	0.6194733571	43.37780084	0.02950886634
1.74	-0.6097996337	0.6196280469	43.62841485	0.02867173109
1.75	-0.6098980757	0.6197799432	43.87902688	0.02782703675
1.76	-0.6099950181	0.6199290755	44.12963665	0.02697925591
1.77	-0.6100904999	0.6200754707	44.38024388	0.02642299297
1.78	-0.6101845588	0.6202191541	44.63084827	0.02589253493
1.79	-0.610277231	0.620360149	44.8814495	0.02533507641
1.8	-0.6103685512	0.6204984774	45.13204724	0.02475514573
1.81	-0.6104585527	0.6206341599	45.38264114	0.0241568968
1.82	-0.6105472677	0.6207672165	45.63323087	0.02354416253
1.83	-0.6106347266	0.6208976659	45.88381604	0.02292045707
1.84	-0.610720959	0.6210255268	46.1343963	0.02228938007
1.85	-0.6108059927	0.6211508173	46.38497126	0.02165342956
1.86	-0.6108898545	0.6212735554	46.63554054	0.02101180574
1.87	-0.6109725696	0.6213937593	46.88610374	0.0203673278
1.88	-0.611054162	0.6215114475	47.13666048	0.01973013005
1.89	-0.6111346541	0.6216266392	47.38721036	0.01909705242
1.9	-0.6112140673	0.621739354	47.63775298	0.01847022943
1.91	-0.6112924212	0.6218496129	47.88828797	0.017851113
1.92	-0.6113697345	0.6219574376	48.13881494	0.01724103776
1.93	-0.6114460245	0.6220628514	48.38933349	0.01664041833
1.94	-0.6115213073	0.6221658786	48.63984328	0.01605066332
1.95	-0.6115955978	0.6222665453	48.89034393	0.01547277246
1.96	-0.6116689098	0.6223648788	49.14083509	0.01490739629
1.97	-0.6117412561	0.6224609082	49.39131642	0.01435438266
1.98	-0.6118126484	0.6225546641	49.64178762	0.01381527753
1.99	-0.6118830976	0.6226461787	49.89224836	0.01329094711
2	-0.6119526136	0.6227354858	50.14269835	0.01278199718
2.01	-0.6120212053	0.6228226208	50.39313734	0.01229354153
2.02	-0.6120888813	0.6229076203	50.64356506	0.01181643932
2.03	-0.6121556492	0.6229905229	50.89398128	0.01135473804
2.04	-0.6122215161	0.6230713682	51.1443858	0.01090875723
2.05	-0.6122864886	0.6231501973	51.39477842	0.01047882423
2.06	-0.6123505725	0.6232270528	51.64515897	0.01006502608
2.07	-0.6124137733	0.6233019785	51.89552733	0.009667391227
2.08	-0.6124760962	0.623375019	52.14588336	0.009285898339
2.09	-0.6125375459	0.6234462205	52.39622697	0.009216988063
2.1	-0.6125981268	0.6235156297	52.6465581	0.009211926483
2.11	-0.6126578432	0.6235832943	52.89687668	0.009197333033
2.12	-0.6127166992	0.6236492627	53.14718271	0.009173647716
2.13	-0.6127746989	0.6237135838	53.39747618	0.009141318929
2.14	-0.6128318463	0.6237763072	53.64775712	0.009100800991
2.15	-0.6128881453	0.6238374826	53.89802557	0.009052550147
2.16	-0.6129436003	0.6238971601	54.14828161	0.008996982739
2.17	-0.6129982156	0.6239553898	54.39852534	0.008934669852
2.18	-0.6130519956	0.624012222	54.64875685	0.008866103465
2.19	-0.6131049454	0.624067707	54.89897631	0.008791643988
2.2	-0.6131570698	0.624121895	55.14918385	0.008711705344
2.21	-0.6132083744	0.6241748358	55.39937966	0.008626719245
2.22	-0.6132588648	0.6242265793	55.64956394	0.008537118366
2.23	-0.613308547	0.6242771745	55.89973689	0.008443328985
2.24	-0.6133574277	0.6243266703	56.14989875	0.008345767444
2.25	-0.6134055135	0.624375115	56.40004976	0.008273290226
2.26	-0.6134528121	0.6244225561	56.65019018	0.008198569646
2.27	-0.6134993311	0.6244690407	56.90032029	0.008096066549
2.28	-0.6135450791	0.6245146151	57.15044038	0.007971439015
2.29	-0.613590065	0.6245593248	57.40055074	0.007827874371
2.3	-0.6136342982	0.6246032145	57.65065168	0.007772480329
2.31	-0.6136777889	0.6246463282	57.90074352	0.007933466108
2.32	-0.6137205475	0.6246887089	58.15082659	0.008076773226
2.33	-0.6137625853	0.6247303986	58.40090122	0.00820121636
2.34	-0.6138039141	0.6247714385	58.65096775	0.00830779384
2.35	-0.6138445461	0.6248118689	58.90102653	0.008396750289
2.36	-0.6138844943	0.6248517291	59.1510779	0.008467823049
2.37	-0.613923772	0.6248910573	59.40112222	0.008520755645
2.38	-0.6139623934	0.6249298908	59.65115983	0.008555482865
2.39	-0.6140003728	0.624968266	59.9011911	0.0085721797
2.4	-0.6140377253	0.6250062182	60.15121636	0.008570924011
2.41	-0.6140744665	0.6250437818	60.40123598	0.008552064691
2.42	-0.6141106122	0.62508099	60.6512503	0.008516022661
2.43	-0.6141461791	0.6251178752	60.90125966	0.008463282939
2.44	-0.6141811839	0.6251544688	61.15126442	0.008394376818
2.45	-0.6142156442	0.6251908009	61.4012649	0.008309873553
2.46	-0.6142495777	0.6252269009	61.65126144	0.00821037325
2.47	-0.6142830026	0.6252627969	61.90125435	0.008096501372
2.48	-0.6143159374	0.6252985161	62.15124397	0.00796890386
2.49	-0.6143484008	0.6253340847	62.40123059	0.00782824287
2.5	-0.6143804119	0.6253695279	62.65121451	0.007675192669
2.51	-0.6144119898	0.6254048698	62.90119604	0.007510435866
2.52	-0.614443154	0.6254401337	63.15117544	0.007334660023
2.53	-0.614473924	0.6254753419	63.401153	0.007148554673
2.54	-0.6145043195	0.6255105156	63.65112898	0.006952808699
2.55	-0.6145343602	0.6255456752	63.90110362	0.006748108273
2.56	-0.6145640658	0.6255808403	64.15107717	0.006535135211
2.57	-0.6145934563	0.6256160293	64.40104986	0.006314565553
2.58	-0.6146225512	0.62565126	64.6510219	0.006087068601
2.59	-0.6146513703	0.6256865491	64.9009935	0.005881351363
2.6	-0.6146799331	0.6257219123	65.15096486	0.005706697377
2.61	-0.6147082591	0.6257573647	65.40093615	0.005523636597
2.62	-0.6147363676	0.6257929201	65.65090755	0.005333001399
2.63	-0.6147642775	0.6258285919	65.90087922	0.005135613911
2.64	-0.6147920077	0.6258643921	66.1508513	0.004932296952
2.65	-0.6148195766	0.6259003323	66.40082394	0.004723826323
2.66	-0.6148470023	0.625936423	66.65079724	0.004510942599
2.67	-0.6148743026	0.6259726738	66.90077132	0.004294377479
2.68	-0.6149014947	0.6260090936	67.15074629	0.004165071176
2.69	-0.6149285953	0.6260456902	67.40072223	0.004138457477
2.7	-0.6149556209	0.6260824707	67.65069922	0.004108671302
2.71	-0.6149825871	0.6261194412	67.90067732	0.004075706696
2.72	-0.6150095092	0.626156607	68.1506566	0.004039572415
2.73	-0.6150364016	0.6261939732	68.40063709	0.004000291329
2.74	-0.6150632785	0.6262315439	68.65061883	0.00395789991
2.75	-0.6150901524	0.6262693222	68.90060185	0.00391244745
2.76	-0.6151170346	0.62630731	69.15058617	0.003863995401
2.77	-0.6151439355	0.6263455079	69.40057178	0.003812616642
2.78	-0.6151708653	0.6263839157	69.6505587	0.003758394744
2.79	-0.6151978341	0.6264225326	69.90054693	0.003701423109
2.8	-0.6152248515	0.6264613567	70.15053643	0.003641804429
2.81	-0.6152519267	0.6265003856	70.4005272	0.003579649809
2.82	-0.6152790685	0.6265396163	70.65051921	0.003515077195
2.83	-0.6153062848	0.626579045	70.90051242	0.003448210828
2.84	-0.615333583	0.6266186676	71.15050678	0.003379181147
2.85	-0.6153609695	0.6266584792	71.40050225	0.003308124314
2.86	-0.6153884499	0.6266984746	71.65049877	0.003235181761
2.87	-0.6154160286	0.626738648	71.90049627	0.003160499702
2.88	-0.6154437095	0.6267789931	72.1504947	0.003084228512
2.89	-0.6154714954	0.626819503	72.40049399	0.003123187961
2.9	-0.615499388	0.6268601704	72.65049407	0.003282481842
2.91	-0.6155273883	0.6269009877	72.90049485	0.003429237539
2.92	-0.6155554965	0.6269419464	73.15049627	0.00356327076
2.93	-0.6155837119	0.6269830379	73.40049826	0.00368444877
2.94	-0.6156120329	0.627024253	73.65050072	0.003792690836
2.95	-0.6156404571	0.6270655821	73.9005036	0.00388796827
2.96	-0.6156689816	0.6271070152	74.15050679	0.003970304532
2.97	-0.6156976024	0.6271485421	74.40051024	0.004039774995
2.98	-0.6157263152	0.6271901519	74.65051387	0.00409650601
2.99	-0.6157551148	0.6272318336	74.90051759	0.004140660366
3	-0.6157839953	0.627273576	75.15052133	0.004172459796
3.01	-0.6158129505	0.6273153675	75.40052503	0.004192182291
3.02	-0.6158419732	0.6273571962	75.65052861	0.004200156804
3.03	-0.6158710562	0.6273990502	75.900532	0.004196758412
3.04	-0.6159001912	0.6274409172	76.15053514	0.00418240483
3.05	-0.6159293697	0.627482785	76.40053796	0.004157553752
3.06	-0.6159585829	0.6275246412	76.65054041	0.004122699999
3.07	-0.6159878213	0.6275664731	76.90054243	0.004078372312
3.08	-0.616017075	0.6276082682	77.15054397	0.004025129224
3.09	-0.616046334	0.6276500139	77.40054497	0.00396355681
3.1	-0.6160755878	0.6276916974	77.65054539	0.003894265538
3.11	-0.6161048255	0.6277333061	77.9005452	0.003817885561
3.12	-0.6161340362	0.6277748273	78.15054434	0.003735058697
3.13	-0.6161632085	0.6278162485	78.40054279	0.003646436138
3.14	-0.616192331	0.6278575571	78.65054053	0.003552675731
3.15	-0.616221392	0.6278987406	78.90053751	0.003454438539
3.16	-0.6162503799	0.6279397867	79.15053373	0.003352385231
3.17	-0.6162792827	0.627980683	79.40052917	0.00324717171
3.18	-0.6163080885	0.6280214175	79.65052381	0.003240028207
3.19	-0.6163367853	0.6280619782	79.90051764	0.003302231067
3.2	-0.6163653611	0.6281023532	80.15051067	0.003363169735
3.21	-0.6163938041	0.6281425309	80.40050289	0.003419566175
3.22	-0.6164221024	0.6281824999	80.65049431	0.003473858844
3.23	-0.6164502445	0.6282222487	80.90048494	0.003527395184
3.24	-0.6164782187	0.6282617663	81.15047478	0.003579443555
3.25	-0.6165060137	0.6283010417	81.40046386	0.003629559151
3.26	-0.6165336182	0.6283400641	81.65045219	0.003677394957
3.27	-0.6165610214	0.628378823	81.9004398	0.003722657122
3.28	-0.6165882123	0.6284173079	82.15042671	0.00376508845
