time = 4.8	Re = 90
0.203545	0.035263	0
0.209649	0.019446	1
0.215427	0.006277	2
0.216355	-0.017389	3
0.217238	-0.036823	4
0.217750	-0.051130	5
0.218523	-0.058342	6
0.218756	-0.066579	7
0.218744	-0.076966	8
0.212697	-0.099483	9
0.209125	-0.116032	10
0.202805	-0.133298	11
0.199912	-0.141748	12
0.188917	-0.161807	13
0.180854	-0.176177	14
0.169488	-0.194331	15
0.161618	-0.207707	16
0.155436	-0.222437	17
0.152511	-0.238270	18
0.149913	-0.254277	19
0.150864	-0.271306	20
0.150973	-0.287171	21
0.154255	-0.310111	22
0.158009	-0.332389	23
0.162128	-0.351493	24
0.166600	-0.369920	25
0.171928	-0.387412	26
0.177445	-0.403883	27
0.184000	-0.418319	28
0.190474	-0.432123	29
0.204481	-0.448740	30
0.220907	-0.460508	31
0.238531	-0.463533	32
0.256725	-0.464330	33
0.277924	-0.455650	34
0.299242	-0.445716	35
0.319558	-0.431629	36
0.342860	-0.413800	37
0.363476	-0.393313	38
0.374555	-0.381448	39
0.385725	-0.369152	40
0.395807	-0.356755	41
0.406191	-0.343928	42
0.415446	-0.329153	43
0.424637	-0.314967	44
0.435784	-0.298197	45
0.447679	-0.278692	46
0.457867	-0.261696	47
0.466700	-0.242247	48
0.475415	-0.222835	49
0.479830	-0.206598	50
0.491075	-0.182060	51
0.500173	-0.156966	52
0.509251	-0.129563	53
0.517419	-0.102859	54
0.520081	-0.079646	55
0.524892	-0.061797	56
0.528129	-0.044480	57
0.534384	-0.015294	58
0.535367	0.010058	59
0.536044	0.028126	60
0.537583	0.048624	61
0.537821	0.069245	62
0.537214	0.087088	63
0.536227	0.102914	64
0.534863	0.118626	65
0.532185	0.136498	66
0.529034	0.152695	67
0.525285	0.169314	68
0.520930	0.186599	69
0.515858	0.202723	70
0.510604	0.218240	71
0.504466	0.232347	72
0.498010	0.246509	73
0.490897	0.260038	74
0.483657	0.273765	75
0.469086	0.296713	76
0.453827	0.317432	77
0.438853	0.334368	78
0.423395	0.349900	79
0.408604	0.362525	80
0.393394	0.373815	81
0.379235	0.382032	82
0.364660	0.389527	83
0.350997	0.394886	84
0.336223	0.399760	85
0.326107	0.401149	86
0.315095	0.404208	87
0.304189	0.406475	88
0.292971	0.408232	89
0.283976	0.407699	90
0.276277	0.407441	91
0.265400	0.409009	92
0.254365	0.410400	93
0.244840	0.410861	94
0.234634	0.411822	95
0.226544	0.412945	96
0.214152	0.418349	97
0.204316	0.423697	98
0.194800	0.430098	99
0.184715	0.438608	100
0.172485	0.452215	101
0.160514	0.466260	102
0.145125	0.487409	103
0.134992	0.510682	104
0.126274	0.532647	105
0.121796	0.547597	106
0.117505	0.562413	107
0.115580	0.589468	108
0.115859	0.608223	109
0.116552	0.628260	110
0.103439	0.647954	111
0.094677	0.657949	112
0.073951	0.677751	113
0.061979	0.685971	114
0.050752	0.696281	115
0.035810	0.717912	116
0.020632	0.725294	117
-0.005754	0.727850	118
-0.022552	0.728502	119
-0.032372	0.727255	120
-0.037469	0.725187	121
-0.045168	0.722570	122
-0.061952	0.719354	123
-0.077504	0.716977	124
-0.087906	0.713992	125
-0.099197	0.711252	126
-0.116523	0.706843	127
-0.134229	0.701859	128
-0.161574	0.692485	129
-0.178857	0.686797	130
-0.195120	0.681063	131
-0.220522	0.671118	132
-0.247744	0.660818	133
-0.272086	0.650940	134
-0.295311	0.641355	135
-0.318249	0.630706	136
-0.333592	0.623580	137
-0.349657	0.615934	138
-0.368315	0.605487	139
-0.389994	0.593105	140
-0.409592	0.580409	141
-0.423145	0.571596	142
-0.436530	0.562800	143
-0.454890	0.549380	144
-0.476064	0.533443	145
-0.493267	0.519536	146
-0.510867	0.504632	147
-0.526237	0.490687	148
-0.541009	0.476563	149
-0.555251	0.462160	150
-0.572122	0.444057	151
-0.585390	0.428738	152
-0.598622	0.412942	153
-0.609406	0.398996	154
-0.620168	0.384829	155
-0.630206	0.370970	156
-0.640156	0.356830	157
-0.654191	0.334449	158
-0.661946	0.321599	159
-0.669701	0.308753	160
-0.682126	0.285762	161
-0.694205	0.261837	162
-0.703565	0.241089	163
-0.713528	0.218319	164
-0.720761	0.198872	165
-0.729410	0.175934	166
-0.736145	0.155330	167
-0.743840	0.130701	168
-0.749117	0.109628	169
-0.754601	0.086805	170
-0.758036	0.068235	171
-0.762462	0.044992	172
-0.765817	0.023048	173
-0.769981	-0.004527	174
-0.772283	-0.026853	175
-0.774109	-0.052248	176
-0.774951	-0.076098	177
-0.775235	-0.098832	178
-0.774647	-0.120285	179
-0.773670	-0.142260	180
-0.772097	-0.163474	181
-0.769484	-0.187588	182
-0.766373	-0.209485	183
-0.762575	-0.231728	184
-0.758324	-0.254140	185
-0.753340	-0.276736	186
-0.748522	-0.295041	187
-0.743460	-0.313724	188
-0.738069	-0.331987	189
-0.732486	-0.350362	190
-0.725903	-0.369298	191
-0.718869	-0.388470	192
-0.711695	-0.406390	193
-0.703916	-0.424640	194
-0.696667	-0.440180	195
-0.689418	-0.455772	196
-0.681562	-0.471230	197
-0.673558	-0.486718	198
-0.663814	-0.504114	199
-0.653583	-0.521759	200
-0.643641	-0.537782	201
-0.633189	-0.554407	202
-0.622025	-0.570317	203
-0.611297	-0.585779	204
-0.600679	-0.599721	205
-0.589912	-0.613568	206
-0.579812	-0.625739	207
-0.569726	-0.637903	208
-0.559122	-0.650119	209
-0.548348	-0.662439	210
-0.536782	-0.675116	211
-0.524992	-0.687856	212
-0.512426	-0.700848	213
-0.499474	-0.714089	214
-0.486376	-0.726589	215
-0.472730	-0.738961	216
-0.458466	-0.751040	217
-0.444115	-0.762969	218
-0.429774	-0.774187	219
-0.415289	-0.785286	220
-0.397909	-0.797792	221
-0.380528	-0.810059	222
-0.363384	-0.821320	223
-0.346214	-0.832181	224
-0.329822	-0.842032	225
-0.313153	-0.851771	226
-0.299806	-0.859016	227
-0.286600	-0.866177	228
-0.273113	-0.872827	229
-0.259631	-0.879519	230
-0.245956	-0.885778	231
-0.232297	-0.892019	232
-0.217934	-0.897985	233
-0.203583	-0.904012	234
-0.176122	-0.913953	235
-0.161666	-0.918658	236
-0.147104	-0.923338	237
-0.130649	-0.927721	238
-0.114119	-0.932131	239
-0.095497	-0.936326	240
-0.076011	-0.940408	241
-0.048202	-0.944217	242
-0.032302	-0.946000	243
-0.016791	-0.947693	244
0.011893	-0.949852	245
0.041559	-0.951640	246
0.064769	-0.952762	247
0.085479	-0.953475	248
0.105485	-0.953773	249
0.124834	-0.953905	250
0.147242	-0.955707	251
0.166814	-0.957722	252
0.184870	-0.965017	253
