time = 5	Re = 90
0.203661	0.035839	0
0.210011	0.018828	1
0.215724	0.005997	2
0.215949	-0.017544	3
0.217106	-0.040563	4
0.217792	-0.052749	5
0.218408	-0.060153	6
0.218472	-0.068523	7
0.218254	-0.079037	8
0.210261	-0.106199	9
0.206206	-0.123752	10
0.201772	-0.136155	11
0.196480	-0.147820	12
0.184394	-0.168677	13
0.176443	-0.182478	14
0.165262	-0.199855	15
0.157435	-0.213374	16
0.151331	-0.228076	17
0.148252	-0.244274	18
0.147319	-0.261561	19
0.147564	-0.279618	20
0.147826	-0.296211	21
0.151671	-0.320803	22
0.155578	-0.344429	23
0.160007	-0.364390	24
0.164239	-0.384124	25
0.169912	-0.402219	26
0.175778	-0.419232	27
0.182461	-0.434070	28
0.189166	-0.447781	29
0.204061	-0.464062	30
0.221149	-0.475421	31
0.239941	-0.477070	32
0.259101	-0.476384	33
0.281363	-0.466254	34
0.303770	-0.454818	35
0.324700	-0.439191	36
0.336633	-0.429592	37
0.348730	-0.419869	38
0.368964	-0.398587	39
0.380575	-0.386115	40
0.391806	-0.372856	41
0.401735	-0.359933	42
0.411877	-0.347107	43
0.420984	-0.331326	44
0.429902	-0.316845	45
0.440779	-0.299753	46
0.452675	-0.279357	47
0.462721	-0.261575	48
0.471006	-0.242206	49
0.479474	-0.222224	50
0.483267	-0.206411	51
0.494640	-0.180981	52
0.503449	-0.155337	53
0.512293	-0.126708	54
0.520037	-0.099319	55
0.522555	-0.075866	56
0.527136	-0.056903	57
0.530278	-0.039595	58
0.533564	-0.023475	59
0.536357	-0.007882	60
0.536828	0.017563	61
0.537363	0.036203	62
0.538415	0.058196	63
0.538025	0.079349	64
0.536968	0.097806	65
0.535504	0.114665	66
0.533419	0.130917	67
0.529983	0.148673	68
0.526536	0.165692	69
0.521833	0.182559	70
0.516543	0.199958	71
0.510955	0.215952	72
0.504668	0.231596	73
0.497939	0.245367	74
0.490929	0.259076	75
0.483252	0.272023	76
0.475350	0.285345	77
0.460014	0.306751	78
0.443715	0.326345	79
0.428486	0.341315	80
0.413339	0.354632	81
0.398529	0.365302	82
0.383647	0.374372	83
0.370247	0.380342	84
0.356445	0.385611	85
0.343611	0.388703	86
0.329870	0.391249	87
0.320719	0.390871	88
0.310671	0.392193	89
0.300968	0.392671	90
0.289838	0.393251	91
0.281859	0.391250	92
0.274827	0.389990	93
0.264456	0.390544	94
0.253865	0.390995	95
0.244881	0.390497	96
0.235649	0.389978	97
0.227635	0.390655	98
0.215076	0.395692	99
0.205119	0.400971	100
0.195433	0.407341	101
0.185522	0.415879	102
0.172613	0.429794	103
0.160153	0.444812	104
0.145186	0.467072	105
0.134480	0.493089	106
0.126603	0.516033	107
0.121589	0.532418	108
0.115899	0.549424	109
0.112976	0.579181	110
0.113857	0.602025	111
0.114399	0.629554	112
0.097674	0.652576	113
0.090435	0.658138	114
0.077773	0.670956	115
0.066271	0.682234	116
0.054883	0.690721	117
0.049505	0.705034	118
0.036764	0.714821	119
0.022086	0.724847	120
-0.005204	0.727804	121
-0.019821	0.728223	122
-0.025862	0.728292	123
-0.037883	0.726027	124
-0.058862	0.720536	125
-0.064565	0.718041	126
-0.070532	0.715614	127
-0.089918	0.712268	128
-0.108161	0.708885	129
-0.119468	0.704727	130
-0.131241	0.700353	131
-0.151250	0.694334	132
-0.172970	0.687869	133
-0.188519	0.682078	134
-0.202494	0.676504	135
-0.219347	0.670022	136
-0.236854	0.663400	137
-0.250832	0.657423	138
-0.264523	0.651566	139
-0.278338	0.645425	140
-0.292334	0.639211	141
-0.318450	0.626826	142
-0.342652	0.614852	143
-0.366698	0.601584	144
-0.382698	0.592586	145
-0.399340	0.582925	146
-0.418346	0.570233	147
-0.440269	0.555049	148
-0.459781	0.539925	149
-0.473372	0.529289	150
-0.486629	0.518620	151
-0.504697	0.502694	152
-0.525374	0.483788	153
-0.542087	0.467307	154
-0.558856	0.449855	155
-0.573223	0.433787	156
-0.587183	0.417367	157
-0.600214	0.400869	158
-0.615637	0.380311	159
-0.627750	0.363026	160
-0.639693	0.345234	161
-0.649265	0.329689	162
-0.658739	0.313767	163
-0.667434	0.298313	164
-0.676061	0.282649	165
-0.687728	0.258128	166
-0.694130	0.244048	167
-0.700563	0.229790	168
-0.710568	0.204427	169
-0.720027	0.178721	170
-0.727021	0.156348	171
-0.734243	0.132159	172
-0.739218	0.111115	173
-0.745320	0.085721	174
-0.749689	0.063254	175
-0.754401	0.037376	176
-0.757178	0.015478	177
-0.759866	-0.008857	178
-0.761013	-0.027676	179
-0.762544	-0.052065	180
-0.763063	-0.075254	181
-0.763601	-0.103720	182
-0.762849	-0.127466	183
-0.761100	-0.153678	184
-0.758534	-0.178353	185
-0.755334	-0.202050	186
-0.751379	-0.223790	187
-0.746904	-0.246531	188
-0.741852	-0.268415	189
-0.735344	-0.292777	190
-0.728816	-0.315019	191
-0.721575	-0.337390	192
-0.713859	-0.359607	193
-0.705390	-0.382037	194
-0.697808	-0.399919	195
-0.689831	-0.418136	196
-0.681436	-0.435799	197
-0.672743	-0.453704	198
-0.663008	-0.472026	199
-0.652817	-0.490527	200
-0.642745	-0.507684	201
-0.631898	-0.525210	202
-0.622216	-0.539957	203
-0.612327	-0.554802	204
-0.601844	-0.569374	205
-0.591267	-0.583867	206
-0.578750	-0.599988	207
-0.565691	-0.616296	208
-0.552885	-0.631157	209
-0.539226	-0.646662	210
-0.525217	-0.661116	211
-0.511848	-0.675092	212
-0.498868	-0.687489	213
-0.485756	-0.699729	214
-0.473684	-0.710270	215
-0.461414	-0.720945	216
-0.448564	-0.731627	217
-0.435519	-0.742235	218
-0.421274	-0.753234	219
-0.406253	-0.764572	220
-0.390475	-0.775836	221
-0.373685	-0.787661	222
-0.357179	-0.798315	223
-0.340516	-0.808690	224
-0.323904	-0.818642	225
-0.307108	-0.828462	226
-0.290036	-0.837407	227
-0.272823	-0.846122	228
-0.252021	-0.855938	229
-0.231277	-0.865669	230
-0.211371	-0.874255	231
-0.191132	-0.882490	232
-0.172066	-0.889669	233
-0.152730	-0.896514	234
-0.136876	-0.901502	235
-0.120994	-0.906394	236
-0.105179	-0.910563	237
-0.089266	-0.914725	238
-0.073406	-0.918240	239
-0.057682	-0.921657	240
-0.041301	-0.924604	241
-0.024690	-0.927520	242
-0.008924	-0.929649	243
0.006665	-0.931740	244
0.022870	-0.933365	245
0.039123	-0.934836	246
0.057047	-0.935628	247
0.075130	-0.936410	248
0.095133	-0.936530	249
0.116318	-0.936243	250
0.145267	-0.934037	251
0.161309	-0.932525	252
0.176812	-0.931030	253
0.205298	-0.927193	254
0.234662	-0.922650	255
0.257144	-0.919026	256
0.277242	-0.915587	257
0.296607	-0.911949	258
0.315438	-0.908186	259
0.337804	-0.905560	260
0.357354	-0.903793	261
0.376309	-0.907630	262
