time = 9	Re = 90
0.208425	0.032068	0
0.221249	0.008288	1
0.218944	-0.005878	2
0.208634	-0.007931	3
0.212576	-0.034204	4
0.214047	-0.049572	5
0.215149	-0.058493	6
0.215054	-0.067906	7
0.214017	-0.076934	8
0.208447	-0.097100	9
0.203149	-0.113288	10
0.200050	-0.123821	11
0.198033	-0.130818	12
0.196187	-0.137326	13
0.186136	-0.157021	14
0.176041	-0.175353	15
0.164526	-0.190950	16
0.155275	-0.204061	17
0.143050	-0.222447	18
0.130917	-0.238562	19
0.125507	-0.251641	20
0.120359	-0.268323	21
0.117855	-0.284333	22
0.114596	-0.305388	23
0.113702	-0.325032	24
0.113975	-0.354889	25
0.115072	-0.375804	26
0.116328	-0.395807	27
0.117105	-0.417058	28
0.118529	-0.438038	29
0.120602	-0.459317	30
0.121753	-0.480161	31
0.123060	-0.498518	32
0.124737	-0.516275	33
0.127769	-0.542758	34
0.131110	-0.566587	35
0.135838	-0.587123	36
0.142161	-0.602853	37
0.150274	-0.613711	38
0.162412	-0.618312	39
0.181858	-0.622698	40
0.208416	-0.616881	41
0.232858	-0.610482	42
0.260583	-0.600772	43
0.278699	-0.592898	44
0.297050	-0.584900	45
0.313212	-0.576250	46
0.329833	-0.567128	47
0.343324	-0.559281	48
0.356726	-0.551455	49
0.370019	-0.541998	50
0.383291	-0.532341	51
0.395963	-0.522569	52
0.408974	-0.512565	53
0.426755	-0.496897	54
0.442516	-0.482048	55
0.460550	-0.464335	56
0.477779	-0.446267	57
0.488575	-0.433872	58
0.498760	-0.421609	59
0.516107	-0.399323	60
0.529865	-0.378789	61
0.543291	-0.357321	62
0.552379	-0.341053	63
0.560399	-0.325764	64
0.567748	-0.310836	65
0.575339	-0.294885	66
0.580997	-0.280454	67
0.587032	-0.265067	68
0.591812	-0.250514	69
0.597047	-0.234939	70
0.601492	-0.214673	71
0.605445	-0.195081	72
0.608379	-0.177557	73
0.612105	-0.151874	74
0.611372	-0.141226	75
0.611213	-0.128598	76
0.611562	-0.111350	77
0.610233	-0.098536	78
0.607400	-0.094846	79
0.605323	-0.088482	80
0.603081	-0.077216	81
0.599696	-0.071577	82
0.596844	-0.066888	83
0.595928	-0.051946	84
0.591045	-0.056529	85
0.587181	-0.054586	86
0.583937	-0.045788	87
0.580854	-0.034961	88
0.578286	-0.022495	89
0.573816	-0.018457	90
0.570818	-0.010019	91
0.567815	-0.010584	92
0.566440	0.003532	93
0.564980	0.016373	94
0.561235	0.034800	95
0.559676	0.052629	96
0.557474	0.073468	97
0.554650	0.096722	98
0.550983	0.115809	99
0.545466	0.130943	100
0.541574	0.146940	101
0.537383	0.163658	102
0.532527	0.179505	103
0.527188	0.195502	104
0.521304	0.209415	105
0.515828	0.223428	106
0.503699	0.247489	107
0.496117	0.258534	108
0.488061	0.269830	109
0.474012	0.287167	110
0.465615	0.296007	111
0.456813	0.305261	112
0.441121	0.317860	113
0.428436	0.324871	114
0.418955	0.327539	115
0.410854	0.327855	116
0.404427	0.325573	117
0.399603	0.321443	118
0.396684	0.315557	119
0.393636	0.308685	120
0.392117	0.300817	121
0.391177	0.292257	122
0.391881	0.283353	123
0.393056	0.272385	124
0.394864	0.262254	125
0.395943	0.252634	126
0.399590	0.233589	127
0.403644	0.213808	128
0.408815	0.193826	129
0.413711	0.172764	130
0.418677	0.152162	131
0.422484	0.131374	132
0.425748	0.113835	133
0.427614	0.088977	134
0.428278	0.066302	135
0.426731	0.043698	136
0.425659	0.025388	137
0.422289	0.007159	138
0.417808	-0.009137	139
0.411623	-0.028773	140
0.405690	-0.045299	141
0.400387	-0.056839	142
0.391588	-0.070174	143
0.382006	-0.081445	144
0.373414	-0.089548	145
0.363356	-0.097460	146
0.355573	-0.099655	147
0.344208	-0.095504	148
0.336538	-0.089722	149
0.329401	-0.078875	150
0.322726	-0.060574	151
0.318100	-0.044909	152
0.312921	-0.029007	153
0.307025	-0.008652	154
0.300464	0.012999	155
0.296096	0.027291	156
0.291247	0.042777	157
0.284488	0.057435	158
0.277549	0.073408	159
0.269209	0.090446	160
0.260255	0.107375	161
0.249423	0.124896	162
0.238383	0.142089	163
0.229236	0.155093	164
0.218715	0.168722	165
0.206493	0.182136	166
0.195395	0.195263	167
0.184578	0.208814	168
0.171683	0.221575	169
0.158030	0.235858	170
0.146188	0.250635	171
0.133115	0.273434	172
0.122030	0.300399	173
0.119070	0.318912	174
0.113524	0.344396	175
0.111816	0.363580	176
0.109615	0.388034	177
0.108442	0.411676	178
0.108291	0.424271	179
0.108092	0.439992	180
0.107980	0.454879	181
0.106788	0.475807	182
0.105155	0.491111	183
0.103338	0.507287	184
0.102086	0.529776	185
0.102495	0.550058	186
0.104681	0.567616	187
0.109480	0.594597	188
0.111558	0.611031	189
0.094800	0.619422	190
0.081742	0.623076	191
0.071350	0.623474	192
0.065689	0.623862	193
0.062541	0.629123	194
0.057653	0.625847	195
0.062830	0.636520	196
0.076667	0.652625	197
0.065362	0.669714	198
0.048094	0.687711	199
0.046878	0.705243	200
0.032268	0.720228	201
0.007413	0.727170	202
-0.014753	0.725312	203
-0.024110	0.727086	204
-0.031901	0.727352	205
-0.034980	0.724128	206
-0.038330	0.722219	207
-0.042108	0.718277	208
-0.058135	0.715383	209
-0.073067	0.712541	210
-0.092765	0.709445	211
-0.112059	0.705212	212
-0.130871	0.699815	213
-0.123482	0.699597	214
-0.141999	0.693874	215
-0.158367	0.688720	216
-0.184186	0.680166	217
-0.172127	0.682210	218
-0.192573	0.674686	219
-0.213304	0.666794	220
-0.229198	0.661178	221
-0.243830	0.655381	222
-0.219891	0.662619	223
-0.235500	0.656297	224
-0.251379	0.649747	225
-0.233258	0.655546	226
-0.249916	0.648584	227
-0.265959	0.641802	228
-0.293209	0.629421	229
-0.310955	0.620728	230
-0.325718	0.612661	231
-0.341719	0.603701	232
-0.357818	0.594414	233
-0.373489	0.584714	234
-0.387960	0.575353	235
-0.391851	0.571264	236
-0.406869	0.560749	237
-0.421387	0.550219	238
-0.434022	0.540214	239
-0.447053	0.529955	240
-0.440169	0.534291	241
-0.460895	0.516511	242
-0.480373	0.498484	243
-0.491694	0.487195	244
-0.503156	0.475694	245
-0.516524	0.461543	246
-0.529359	0.447368	247
-0.522867	0.453343	248
-0.539484	0.433085	249
-0.554307	0.413786	250
-0.567965	0.395259	251
-0.581301	0.376150	252
-0.593875	0.356633	253
-0.605006	0.338146	254
-0.596657	0.350450	255
-0.608986	0.328310	256
-0.619624	0.307693	257
-0.626585	0.293605	258
-0.633481	0.279374	259
-0.644635	0.253770	260
-0.654163	0.229149	261
-0.662216	0.206264	262
-0.669218	0.181250	263
-0.675059	0.158779	264
-0.680089	0.137076	265
-0.685356	0.107551	266
-0.688180	0.088116	267
-0.690598	0.068853	268
-0.692841	0.043098	269
-0.694128	0.017918	270
-0.694594	-0.007531	271
-0.694135	-0.031566	272
-0.693548	-0.034488	273
-0.692853	-0.041794	274
-0.691899	-0.057430	275
-0.690909	-0.073902	276
-0.687943	-0.102698	277
-0.683909	-0.131004	278
-0.679152	-0.157056	279
-0.673932	-0.178808	280
-0.667739	-0.200666	281
-0.660284	-0.225204	282
-0.652020	-0.249343	283
-0.643393	-0.271336	284
-0.633853	-0.293861	285
-0.621500	-0.319232	286
-0.609378	-0.341588	287
-0.601037	-0.355725	288
-0.592040	-0.370589	289
-0.583348	-0.383803	290
-0.574443	-0.397243	291
-0.560577	-0.416182	292
-0.545324	-0.435672	293
-0.529015	-0.454943	294
-0.512515	-0.473249	295
-0.496517	-0.489706	296
-0.480090	-0.505661	297
-0.464169	-0.520162	298
-0.447589	-0.534583	299
-0.432209	-0.546731	300
-0.416484	-0.558588	301
-0.405279	-0.566491	302
-0.393782	-0.574772	303
-0.381940	-0.582486	304
-0.369651	-0.590613	305
-0.357655	-0.597568	306
-0.345178	-0.604867	307
-0.330501	-0.612905	308
-0.314671	-0.621361	309
-0.302692	-0.626950	310
-0.290074	-0.632995	311
-0.271532	-0.641534	312
-0.251719	-0.650545	313
