Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_eps	Time: 1.7100	Mesh (Number of cells): 259
0.7777365992 	 -0.1039812750 	 0.5517481078 	 0.7846568188 	 129
-0.7777365992 	 0.1039812750 	 0.5517481160 	 0.7846568188 	 130
0.8998733124 	 0.0197918233 	 0.7763055912 	 0.9000909369 	 131
-0.8998733124 	 -0.0197918233 	 0.7763055946 	 0.9000909369 	 132
-0.4250648166 	 0.7238791480 	 0.7521890878 	 0.8394528690 	 133
0.4250648166 	 -0.7238791480 	 0.7521890557 	 0.8394528690 	 134
0.1879697739 	 0.8442834143 	 1.0847427189 	 0.8649549813 	 135
-0.1879697739 	 -0.8442834143 	 1.0847427663 	 0.8649549813 	 136
-0.1879697734 	 0.8442834146 	 1.0819419116 	 0.8649549814 	 137
0.1879697734 	 -0.8442834146 	 1.0819420483 	 0.8649549814 	 138
0.0642641004 	 0.9258347050 	 0.7313562808 	 0.9280623770 	 139
-0.0642641004 	 -0.9258347050 	 0.7313561748 	 0.9280623770 	 140
-0.0642641002 	 0.9258347052 	 0.7143778345 	 0.9280623772 	 141
0.0642641002 	 -0.9258347052 	 0.7143777498 	 0.9280623772 	 142
0.8701983130 	 -0.2521139310 	 0.7890677457 	 0.9059837405 	 143
-0.8701983130 	 0.2521139310 	 0.7890677532 	 0.9059837405 	 144
-0.1362810234 	 0.1927668046 	 -0.0463935531 	 0.2360753233 	 145
0.1362810234 	 -0.1927668046 	 -0.0463935384 	 0.2360753233 	 146
-0.1398748117 	 -0.1897558548 	 -0.0446508491 	 0.2357376665 	 147
0.1398748117 	 0.1897558548 	 -0.0446508313 	 0.2357376665 	 148
-0.6184490227 	 -0.5533685875 	 0.6498513037 	 0.8298770917 	 149
0.6184490227 	 0.5533685875 	 0.6498512727 	 0.8298770917 	 150
-0.0757594535 	 0.7586547495 	 0.9825342703 	 0.7624280449 	 151
0.0757594535 	 -0.7586547495 	 0.9825344009 	 0.7624280449 	 152
0.0757594536 	 0.7586547495 	 0.9780124514 	 0.7624280449 	 153
-0.0757594536 	 -0.7586547495 	 0.9780121385 	 0.7624280449 	 154
-0.2994071195 	 0.6229800330 	 0.4518873779 	 0.6911937100 	 155
0.2994071195 	 -0.6229800330 	 0.4518873259 	 0.6911937100 	 156
-0.1148257331 	 0.5586033123 	 0.1137593809 	 0.5702829206 	 157
0.1148257331 	 -0.5586033123 	 0.1137598274 	 0.5702829206 	 158
0.1147990974 	 0.5584342227 	 0.1151698926 	 0.5701119310 	 159
-0.1147990974 	 -0.5584342227 	 0.1151691832 	 0.5701119310 	 160
0.2486844576 	 -0.1993689078 	 -0.0683098670 	 0.3187348755 	 161
-0.2486844576 	 0.1993689078 	 -0.0683098762 	 0.3187348755 	 162
-0.2526740709 	 -0.1899222962 	 -0.0676569673 	 0.3160928102 	 163
0.2526740709 	 0.1899222962 	 -0.0676569464 	 0.3160928102 	 164
0.8081309021 	 0.1552331082 	 0.6255974163 	 0.8229051421 	 165
-0.8081309021 	 -0.1552331082 	 0.6255974239 	 0.8229051421 	 166
