Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 1.7100	Mesh (Number of cells): 259
0.7777365992 	 -0.1039812750 	 0.5468820084 	 0.5468820374 	 129
-0.7777365992 	 0.1039812750 	 -0.5468820165 	 -0.5468820455 	 130
0.8998733124 	 0.0197918233 	 0.7761178957 	 0.7761177728 	 131
-0.8998733124 	 -0.0197918233 	 -0.7761178990 	 -0.7761177761 	 132
-0.4250648166 	 0.7238791480 	 -0.3808779843 	 -0.3808783202 	 133
0.4250648166 	 -0.7238791480 	 0.3808779681 	 0.3808783041 	 134
0.1879697739 	 0.8442834143 	 0.2357334752 	 0.2357337455 	 135
-0.1879697739 	 -0.8442834143 	 -0.2357334855 	 -0.2357337557 	 136
-0.1879697734 	 0.8442834146 	 -0.2351248103 	 -0.2351250873 	 137
0.1879697734 	 -0.8442834146 	 0.2351248400 	 0.2351251168 	 138
0.0642641004 	 0.9258347050 	 0.0506430975 	 0.0506430305 	 139
-0.0642641004 	 -0.9258347050 	 -0.0506430902 	 -0.0506430232 	 140
-0.0642641002 	 0.9258347052 	 -0.0494674171 	 -0.0494673506 	 141
0.0642641002 	 -0.9258347052 	 0.0494674113 	 0.0494673447 	 142
0.8701983130 	 -0.2521139310 	 0.7579003799 	 0.7579002554 	 143
-0.8701983130 	 0.2521139310 	 -0.7579003871 	 -0.7579002625 	 144
-0.1362810234 	 0.1927668046 	 0.0267819644 	 0.0267819914 	 145
0.1362810234 	 -0.1927668046 	 -0.0267819558 	 -0.0267819830 	 146
-0.1398748117 	 -0.1897558548 	 0.0264935562 	 0.0264935759 	 147
0.1398748117 	 0.1897558548 	 -0.0264935456 	 -0.0264935654 	 148
-0.6184490227 	 -0.5533685875 	 -0.4842884660 	 -0.4842886350 	 149
0.6184490227 	 0.5533685875 	 0.4842884429 	 0.4842886120 	 150
-0.0757594535 	 0.7586547495 	 -0.0976305369 	 -0.0976308010 	 151
0.0757594535 	 -0.7586547495 	 0.0976305499 	 0.0976308138 	 152
0.0757594536 	 0.7586547495 	 0.0971812218 	 0.0971814776 	 153
-0.0757594536 	 -0.7586547495 	 -0.0971811907 	 -0.0971814466 	 154
-0.2994071195 	 0.6229800330 	 -0.1957458470 	 -0.1957462860 	 155
0.2994071195 	 -0.6229800330 	 0.1957458244 	 0.1957462636 	 156
-0.1148257331 	 0.5586033123 	 -0.0229053051 	 -0.0229054665 	 157
0.1148257331 	 -0.5586033123 	 0.0229053950 	 0.0229055558 	 158
0.1147990974 	 0.5584342227 	 0.0231908841 	 0.0231910518 	 159
-0.1147990974 	 -0.5584342227 	 -0.0231907413 	 -0.0231909097 	 160
0.2486844576 	 -0.1993689078 	 -0.0532969673 	 -0.0532969669 	 161
-0.2486844576 	 0.1993689078 	 0.0532969744 	 0.0532969741 	 162
-0.2526740709 	 -0.1899222962 	 0.0540827276 	 0.0540827214 	 163
0.2526740709 	 0.1899222962 	 -0.0540827109 	 -0.0540827047 	 164
0.8081309021 	 0.1552331082 	 0.6143655915 	 0.6143655498 	 165
-0.8081309021 	 -0.1552331082 	 -0.6143655990 	 -0.6143655572 	 166
0.4215789458 	 0.7319939205 	 0.3837005854 	 0.3837008888 	 167
-0.4215789458 	 -0.7319939205 	 -0.3837005936 	 -0.3837008969 	 168
0.7641154881 	 0.4966567190 	 0.6772190683 	 0.6772190888 	 169
-0.7641154881 	 -0.4966567190 	 -0.6772190805 	 -0.6772191009 	 170
0.7538979330 	 -0.3532009735 	 0.5812588412 	 0.5812588415 	 171
-0.7538979330 	 0.3532009734 	 -0.5812588571 	 -0.5812588573 	 172
-0.1111568567 	 -0.3104721436 	 0.0308495051 	 0.0308495228 	 173
0.1111568567 	 0.3104721436 	 -0.0308493808 	 -0.0308493991 	 174
0.1093676696 	 -0.3168123411 	 -0.0325800676 	 -0.0325800949 	 175
-0.1093676696 	 0.3168123411 	 0.0325801713 	 0.0325801980 	 176
-0.2824791210 	 -0.4039061390 	 -0.0240956337 	 -0.0240958632 	 177
0.2824791210 	 0.4039061390 	 0.0240956399 	 0.0240958694 	 178
-0.5625419213 	 0.4253327705 	 -0.3192920496 	 -0.3192923657 	 179
0.5625419213 	 -0.4253327705 	 0.3192920197 	 0.3192923360 	 180
-0.5784276189 	 -0.7045242440 	 -0.5292189352 	 -0.5292190440 	 181
0.5784276189 	 0.7045242440 	 0.5292189220 	 0.5292190309 	 182
-0.5915169002 	 0.6878594522 	 -0.5270660126 	 -0.5270661489 	 183
0.5915169002 	 -0.6878594522 	 0.5270659947 	 0.5270661311 	 184
0.3285655057 	 0.8621764246 	 0.3454614813 	 0.3454616092 	 185
-0.3285655057 	 -0.8621764246 	 -0.3454614811 	 -0.3454616089 	 186
-0.3285655049 	 0.8621764251 	 -0.3475444659 	 -0.3475445928 	 187
0.3285655049 	 -0.8621764251 	 0.3475444763 	 0.3475446031 	 188
-0.3658935329 	 -0.5105034730 	 -0.1683902238 	 -0.1683905811 	 189
0.3658935329 	 0.5105034730 	 0.1683902092 	 0.1683905666 	 190
-0.4978372374 	 -0.4673935380 	 -0.2627436337 	 -0.2627439040 	 191
0.4978372374 	 0.4673935380 	 0.2627436094 	 0.2627438799 	 192
0.6373236867 	 -0.5404142537 	 0.5010706699 	 0.5010708104 	 193
-0.6373236867 	 0.5404142537 	 -0.5010706964 	 -0.5010708367 	 194
-0.4406077081 	 0.4237567103 	 -0.1743683750 	 -0.1743687982 	 195
0.4406077081 	 -0.4237567103 	 0.1743683399 	 0.1743687633 	 196
-0.4095731252 	 0.3060604838 	 -0.0732576744 	 -0.0732579984 	 197
0.4095731252 	 -0.3060604838 	 0.0732576532 	 0.0732579774 	 198
-0.2959739226 	 0.3072897965 	 0.0165238908 	 0.0165237909 	 199
0.2959739226 	 -0.3072897965 	 -0.0165239028 	 -0.0165238028 	 200
0.2300662569 	 0.0000000005 	 -0.0536034636 	 -0.0536034916 	 201
-0.2300662569 	 -0.0000000005 	 0.0536034798 	 0.0536035076 	 202
-0.6283848229 	 0.0813999815 	 -0.2717621173 	 -0.2717623406 	 203
0.6283848229 	 -0.0813999815 	 0.2717621097 	 0.2717623331 	 204
0.6726077128 	 0.1714882114 	 0.3657143548 	 0.3657144975 	 205
-0.6726077128 	 -0.1714882114 	 -0.3657143654 	 -0.3657145080 	 206
-0.2868969450 	 -0.0839094987 	 0.0638158827 	 0.0638158927 	 207
0.2868969450 	 0.0839094987 	 -0.0638158599 	 -0.0638158700 	 208
0.2812615654 	 -0.0885557221 	 -0.0639394532 	 -0.0639394796 	 209
-0.2812615654 	 0.0885557221 	 0.0639394711 	 0.0639394974 	 210
0.7754891441 	 0.3518925872 	 0.6197043155 	 0.6197043253 	 211
