Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_eps	Time: 1.9550	Mesh (Number of cells): 5104
-0.0718373654 	 0.2315177137 	 0.0814815559 	 0.2424068044 	 200
-0.1914839437 	 -0.1515986587 	 0.0856931654 	 0.2442299204 	 201
-0.0335954676 	 -0.2416860906 	 0.0831715229 	 0.2440098806 	 202
-0.2376822660 	 0.2370783650 	 0.2264665226 	 0.3357067332 	 203
-0.1124539978 	 -0.8848385767 	 0.8827514618 	 0.8919558332 	 204
-0.8665493267 	 -0.3716532039 	 0.9378686041 	 0.9428859101 	 205
0.1277945514 	 -0.9288909544 	 0.9321625103 	 0.9376405775 	 206
0.9280106811 	 -0.1226033588 	 0.9304475979 	 0.9360744671 	 207
-0.1341587714 	 -0.8765714170 	 0.8767031506 	 0.8867784532 	 208
0.3967647419 	 0.8691220280 	 0.9514418210 	 0.9554032447 	 209
0.1443740500 	 0.1795081559 	 0.0611358077 	 0.2303628536 	 210
-0.0659306513 	 0.9572970715 	 0.9559736747 	 0.9595647628 	 211
0.2409199419 	 0.1538931644 	 0.1534408235 	 0.2858767645 	 212
-0.1754320019 	 -0.8614836175 	 0.8683514952 	 0.8791646095 	 213
-0.6293864098 	 0.7180108563 	 0.9507892538 	 0.9548124646 	 214
-0.0499991431 	 0.9426142030 	 0.9388535522 	 0.9439393254 	 215
0.0572270780 	 -0.2394823590 	 0.0899058997 	 0.2462249758 	 216
-0.1906436343 	 0.1530641331 	 0.0862905863 	 0.2444864498 	 217
-0.1249558749 	 -0.2098433470 	 0.0853593711 	 0.2442298118 	 218
0.2032622829 	 -0.1346939934 	 0.0856686592 	 0.2438401680 	 219
0.3915293234 	 -0.9063541297 	 0.9860364558 	 0.9873059402 	 220
0.1134747170 	 0.9350122423 	 0.9367982240 	 0.9418728177 	 221
-0.1738385672 	 -0.1356325068 	 0.0437332790 	 0.2204904179 	 222
-0.0705030240 	 0.2070802071 	 0.0406442450 	 0.2187530310 	 223
-0.0325057037 	 -0.2176846162 	 0.0467708890 	 0.2200981892 	 224
0.0517477078 	 -0.2149891558 	 0.0441642874 	 0.2211292888 	 225
-0.1719756903 	 0.1357333597 	 0.0403760955 	 0.2190871585 	 226
-0.1118741286 	 -0.1904016862 	 0.0446662645 	 0.2208361898 	 227
0.1847182048 	 -0.1216166461 	 0.0440809992 	 0.2211592725 	 228
-0.2300818721 	 0.2157860641 	 0.1975730433 	 0.3154382560 	 229
0.1711106160 	 -0.1743385900 	 0.0851262004 	 0.2442801401 	 230
0.2577580086 	 0.1369550319 	 0.1625107504 	 0.2918833187 	 231
0.9558584484 	 -0.0007056964 	 0.9519508356 	 0.9558587089 	 232
-0.6085831869 	 0.7216345435 	 0.9390540584 	 0.9439967743 	 233
0.8556807404 	 0.4257529210 	 0.9518447141 	 0.9557484393 	 234
-0.9312675146 	 -0.1270421125 	 0.9345924689 	 0.9398930163 	 235
0.1301870818 	 0.9487586376 	 0.9539783993 	 0.9576490112 	 236
0.1929541802 	 -0.1716204478 	 0.1084323510 	 0.2582341840 	 237
0.9273539395 	 -0.1444096042 	 0.9331435264 	 0.9385304806 	 238
-0.2450317902 	 0.9276307542 	 0.9557803350 	 0.9594474422 	 239
0.1759669475 	 -0.9719453306 	 0.9864639525 	 0.9877459655 	 240
-0.2748939102 	 -0.0949890178 	 0.1608646087 	 0.2908428706 	 241
0.4650423391 	 0.8132995502 	 0.9313736535 	 0.9368674055 	 242
0.8538117366 	 0.4028805578 	 0.9392041206 	 0.9440906871 	 243
-0.8158458609 	 -0.4706802239 	 0.9368587629 	 0.9418834014 	 244
-0.7978421816 	 -0.5350393254 	 0.9572298878 	 0.9606348039 	 245
0.9067142154 	 0.3628861072 	 0.9746737851 	 0.9766355489 	 246
-0.2562514573 	 0.0085207329 	 0.1061659982 	 0.2563930815 	 247
0.4878733236 	 0.8054212834 	 0.9364783996 	 0.9416601423 	 248
-0.7755264079 	 -0.5358320259 	 0.9376766155 	 0.9426331043 	 249
-0.1840528097 	 0.2556021108 	 0.1965769603 	 0.3149728176 	 250
-0.0313754056 	 0.9556255335 	 0.9519516021 	 0.9561404584 	 251
-0.0130814082 	 0.9445767728 	 0.9386165130 	 0.9446673504 	 252
-0.1262182119 	 -0.9436856406 	 0.9478103965 	 0.9520890847 	 253
-0.2525414041 	 0.9065131222 	 0.9359680834 	 0.9410330502 	 254
0.2515336377 	 0.1703521847 	 0.1805180717 	 0.3037911086 	 255
-0.1266109758 	 -0.9216287160 	 0.9243519664 	 0.9302848109 	 256
-0.5785089691 	 -0.6136967635 	 0.8288694130 	 0.8433838656 	 257
0.1929327502 	 -0.9546672443 	 0.9716851221 	 0.9739674498 	 258
0.4051890105 	 -0.8858611522 	 0.9718717945 	 0.9741294140 	 259
0.2846541935 	 -0.0059935598 	 0.1516610914 	 0.2847172855 	 260
0.2552909576 	 -0.1458753056 	 0.1657301046 	 0.2940290425 	 261
-0.1666917596 	 -0.9296812300 	 0.9397541732 	 0.9445069254 	 262
0.1127093843 	 -0.9463260438 	 0.9487071873 	 0.9530143684 	 263
-0.1881894361 	 -0.9208388779 	 0.9345234939 	 0.9398720673 	 264
0.5546674931 	 0.7604546329 	 0.9361059919 	 0.9412477233 	 265
-0.9181301688 	 -0.2694963687 	 0.9530572027 	 0.9568653508 	 266
-0.5786540853 	 -0.5913096900 	 0.8112349911 	 0.8273377182 	 267
-0.1992048337 	 0.2411663895 	 0.1934000919 	 0.3127999252 	 268
0.3665878990 	 -0.8506906143 	 0.9197173284 	 0.9263159337 	 269
