time = 1.0002	Re = 25	rotation = 8.33733e-06
-0.720588	0.291478	8162	
-0.720885	0.291436	8162	
-0.722719	0.291128	7981	
-0.725736	0.290633	7981	
-0.729309	0.290049	8831	
-0.734393	0.288345	8831	
-0.740366	0.287053	8831	
-0.746718	0.285876	10217	
-0.752820	0.284966	10217	
-0.759174	0.284158	10277	
-0.764654	0.283784	10277	
-0.772207	0.283049	4180	
-0.777722	0.282710	4180	
-0.783813	0.282584	4180	
-0.795160	0.279939	8376	
-0.799356	0.280618	8376	
-0.804446	0.281257	8376	
-0.808596	0.282722	8376	
-0.814175	0.284053	8376	
-0.820645	0.285849	8578	
-0.826031	0.288357	8578	
-0.829454	0.291994	8578	
-0.833297	0.296263	8578	
-0.835792	0.301341	8331	
-0.839340	0.306981	9116	
-0.841880	0.313653	9116	
-0.845308	0.320779	9116	
-0.847497	0.329438	8929	
-0.848196	0.339765	8929	
-0.847845	0.351655	10547	
-0.846194	0.363861	10294	
-0.842762	0.376745	10196	
-0.838248	0.386638	10196	
-0.834054	0.393956	2213	
-0.830717	0.400082	2213	
-0.827811	0.406847	649	
-0.825201	0.413378	10655	
-0.822350	0.420114	10655	
-0.819243	0.427321	10655	
-0.815939	0.435205	6669	
-0.812711	0.442461	6669	
-0.809382	0.450267	7500	
-0.805813	0.458264	7500	
-0.801729	0.466235	10338	
-0.797887	0.473832	10338	
-0.794122	0.481172	10693	
-0.790279	0.487989	10693	
-0.786616	0.494001	11021	
-0.783179	0.499668	11021	
-0.779942	0.504805	11021	
-0.776786	0.509451	8909	
-0.773788	0.513410	8909	
-0.771028	0.516714	8909	
-0.768508	0.519405	8909	
-0.766313	0.521436	9253	
-0.764376	0.522872	9253	
-0.762663	0.523869	9253	
-0.761105	0.524152	9253	
-0.760086	0.523613	9253	
-0.759233	0.522596	9253	
-0.758288	0.521125	8909	
-0.757247	0.519204	8909	
-0.755308	0.516924	8178	
-0.751987	0.514628	8178	
-0.747370	0.512798	8178	
-0.740448	0.511713	7119	
-0.730070	0.511813	7119	
-0.716997	0.515562	5968	
-0.707017	0.522973	5085	
-0.699620	0.532819	6029	
-0.693848	0.543411	6029	
-0.688592	0.553701	5122	
-0.683260	0.562870	6028	
-0.678258	0.571081	6028	
-0.672980	0.578380	5161	
-0.667732	0.584840	5161	
-0.663074	0.590720	6062	
-0.658531	0.595993	6062	
-0.654690	0.601151	6062	
-0.651146	0.605932	5209	
-0.648125	0.610506	5209	
-0.645447	0.614890	5209	
-0.643359	0.619181	5999	
-0.641463	0.623269	5999	
-0.639952	0.627141	5999	
-0.638713	0.630683	5999	
-0.638013	0.633930	5999	
-0.637621	0.636845	5999	
-0.637614	0.639432	5999	
-0.637824	0.641638	8560	
-0.638423	0.643445	8560	
-0.639305	0.644927	8560	
-0.640482	0.646166	5999	
-0.641741	0.647081	5999	
-0.643060	0.647803	5999	
-0.644515	0.648263	10360	
-0.645917	0.648508	10360	
-0.647217	0.648831	10360	
-0.648360	0.649087	10360	
-0.649288	0.649461	10360	
-0.650000	0.650000	10360	
