time = 0.1252	Re = 25	rotation = -0.138951
-0.679373	0.618203	971	
-0.679228	0.618387	971	
-0.678786	0.618933	971	
-0.678022	0.619879	971	
-0.676881	0.621268	5313	
-0.675364	0.623086	5313	
-0.673470	0.625364	5313	
-0.671125	0.628024	5313	
-0.668335	0.631081	5313	
-0.665160	0.634537	5313	
-0.661495	0.638413	6582	
-0.657261	0.642782	6582	
-0.652529	0.647453	6582	
