time = 0.1452	Re = 25	rotation = -0.180094
-0.689807	0.606468	9330	
-0.689666	0.606654	9330	
-0.689224	0.607218	9330	
-0.688467	0.608186	9330	
-0.687342	0.609607	9330	
-0.685857	0.611458	9527	
-0.684009	0.613772	9527	
-0.681717	0.616474	9527	
-0.678989	0.619580	9527	
-0.675897	0.623084	9527	
-0.672307	0.627027	6686	
-0.668123	0.631487	6686	
-0.663467	0.636235	5964	
-0.658403	0.641464	5964	
-0.652948	0.647034	5964	
