time = 0.1402	Re = 25	rotation = -0.169565
-0.687104	0.609560	10640	
-0.686959	0.609748	10640	
-0.686518	0.610305	10640	
-0.685754	0.611269	10640	
-0.684626	0.612677	9646	
-0.683137	0.614514	9646	
-0.681276	0.616816	9646	
-0.678971	0.619502	9646	
-0.676213	0.622605	9330	
-0.673077	0.626113	9330	
-0.669448	0.630054	9330	
-0.665239	0.634499	9330	
-0.660573	0.639222	9527	
-0.655480	0.644443	9527	
-0.650000	0.650000	9527	
