time = 0.1302	Re = 25	rotation = -0.148972
-0.681848	0.615435	6582	
-0.681703	0.615619	6582	
-0.681262	0.616169	6582	
-0.680501	0.617119	6582	
-0.679370	0.618512	6582	
-0.677868	0.620334	6582	
-0.675992	0.622620	6582	
-0.673668	0.625288	6582	
-0.670904	0.628354	6582	
-0.667760	0.631821	6582	
-0.664123	0.635714	6582	
-0.659894	0.640107	8522	
-0.655181	0.644795	8522	
-0.650000	0.650000	10640	
