time = 6.302	Re = 40	rotation = 7.08823e-05
-0.280163	-0.891440	253	
-0.477988	0.486107	818	
-0.461212	0.808707	601	
0.197547	-0.193404	543	
-0.816565	-0.114713	2208	
-0.286893	-0.696869	1470	
0.093528	0.578301	3469	
-0.273981	-0.952911	3250	
-0.498342	-0.295624	1696	
-0.319194	-0.707314	1640	
-0.611473	-0.385879	1637	
-0.711686	-0.349547	1941	
-0.380266	-0.689959	1892	
-0.537393	0.273131	1770	
-0.141886	0.804967	2811	
-0.309983	0.720874	727	
0.130672	-0.290440	2963	
-0.906168	-0.063238	2880	
0.178816	-0.893139	1711	
-0.758115	0.529962	375	
-0.596805	-0.224421	3139	
-0.491032	0.506606	818	
-0.233206	0.623594	2566	
-0.619794	0.189366	771	
-0.487518	0.371875	1625	
-0.570765	-0.255717	1514	
-0.859649	-0.202488	2071	
-0.623536	-0.317790	2131	
0.249940	-0.033945	848	
-0.847506	-0.203254	2071	
0.402078	-0.210067	1748	
-0.465863	-0.829525	2993	
0.215299	-0.256403	2649	
-0.670449	0.544119	2112	
-0.416509	0.677297	3146	
-0.501592	-0.588985	1529	
0.226017	-0.224511	2914	
-0.779259	0.130916	2167	
-0.842112	-0.418480	3499	
-0.846634	-0.458288	2841	
-0.473345	0.358172	977	
-0.655040	-0.026449	972	
0.444370	-0.051152	1132	
-0.953370	-0.229520	3326	
-0.721387	-0.005604	961	
0.131743	-0.283048	2963	
-0.538982	0.390174	1048	
-0.580042	-0.395251	1025	
0.313264	-0.197679	1212	
-0.172512	0.836677	2761	
0.328094	0.136766	1073	
0.195011	-0.869353	3444	
0.220981	0.650783	2694	
-0.214009	0.816235	2732	
0.131159	0.619510	998	
-0.022106	-0.310889	409	
-0.160951	-0.821400	3427	
-0.605911	0.569173	2328	
-0.511352	0.644659	960	
0.199747	-0.927619	594	
0.401977	0.025774	2057	
-0.113788	-0.250713	361	
0.534823	0.048671	1413	
-0.786710	0.213554	2135	
0.178633	0.612050	503	
0.244112	0.679509	2698	
-0.073150	-0.892975	1226	
-0.920725	-0.300990	420	
-0.271891	-0.824981	2531	
0.082842	0.590334	3004	
-0.950312	-0.193243	392	
0.409542	0.427285	1444	
0.256559	-0.025887	848	
-0.685993	0.101165	690	
-0.828313	-0.531612	3324	
-0.644320	-0.258758	1647	
-0.439563	-0.681640	2099	
0.288572	0.356468	1215	
-0.294346	-0.628717	1666	
-0.861082	-0.407441	3228	
0.323687	-0.046801	213	
0.067742	-0.370693	1564	
-0.044592	-0.884493	3057	
-0.683790	0.208627	1039	
-0.352713	-0.683773	1458	
-0.301140	-0.622681	1666	
-0.060447	-0.970934	3170	
-0.587910	-0.382088	1025	
0.043622	0.690299	3439	
-0.736726	0.436865	2039	
-0.560651	-0.083998	1935	
-0.592664	-0.631092	1959	
0.015828	0.804466	723	
-0.726829	0.116128	1499	
-0.093561	0.826973	2687	
-0.571263	0.148844	1914	
0.472248	-0.008599	1076	
-0.785645	0.529749	375	
-0.494753	0.395197	2419	
-0.716118	-0.450079	2545	
0.130065	-0.197591	455	
-0.867307	-0.164769	2143	
-0.747447	0.020719	792	
-0.745393	-0.002890	1155	
0.388965	-0.252009	1719	
0.393048	0.163426	1346	
0.296759	-0.199559	1434	
0.225773	0.336369	1221	
-0.529286	-0.379869	1246	
0.378365	0.306403	1324	
0.313135	0.465161	1707	
-0.046974	-0.967271	3170	
-0.165888	-0.750140	1181	
0.110178	0.465429	226	
-0.827601	-0.007943	2187	
-0.540010	0.701977	3251	
0.293976	0.073240	1184	
0.244836	0.389427	1878	
0.227461	0.380504	1889	
-0.142847	-0.820037	2771	
-0.267696	-0.729570	1480	
-0.757839	0.444265	1558	
-0.760465	-0.530522	693	
-0.349152	0.804020	3235	
-0.515845	-0.112333	1234	
-0.526416	0.231601	1803	
0.231603	0.425551	1928	
-0.872374	-0.156344	1939	
-0.405741	0.656174	2683	
-0.383479	-0.651169	1418	
-0.678426	0.550523	2112	
0.177432	0.199429	510	
-0.184116	0.683842	2753	
0.234393	0.701660	2692	
0.144661	0.142597	1622	
-0.306488	-0.581335	2772	
-0.442209	0.381430	2307	
0.353232	0.217706	2214	
-0.457310	-0.644709	1873	
0.292800	0.559320	907	
-0.617904	0.758143	1370	
-0.465332	-0.843526	2868	
-0.130340	0.847233	3204	
-0.941735	-0.024768	519	
-0.517531	-0.740597	561	
-0.399778	0.714415	2678	
0.341726	0.335899	1744	
-0.147820	-0.888034	1380	
-0.595188	-0.430132	974	
-0.270439	0.854743	2615	
0.522119	0.091737	1026	
-0.819110	-0.232173	2887	
-0.668538	-0.209127	2756	
-0.300733	-0.785023	2220	
0.368972	0.053686	1349	
-0.423309	-0.524795	790	
-0.707428	-0.515457	1965	
