time = 12.452	Re = 10	rotation = 3.01496
0.267623	0.822138	5791	
0.265565	0.378305	3272	
-0.628929	-0.092438	4187	
-0.076841	0.680869	4552	
-0.545270	-0.556230	6461	
-0.138546	0.858298	6034	
-0.323187	0.669224	4363	
0.608821	-0.502652	10142	
0.358222	0.560015	8666	
0.131128	0.747710	2845	
-0.685345	-0.281759	467	
-0.328460	-0.849953	1314	
0.806311	-0.536649	5179	
0.356081	0.600151	10301	
-0.040521	0.717372	437	
0.509247	0.198899	6822	
-0.683412	0.618228	8816	
-0.884938	-0.284697	8570	
-0.138419	0.096409	2698	
0.702431	-0.329253	1895	
0.229196	0.277809	7414	
0.207004	0.384639	3593	
-0.157786	0.581955	4727	
-0.728398	-0.176903	1088	
-0.174531	0.847556	6486	
-0.502043	0.763084	8779	
0.499530	0.368175	7929	
0.808388	-0.089888	9838	
0.158386	0.874782	6320	
-0.884735	-0.023605	11000	
-0.475598	0.755500	6697	
-0.364390	0.472514	1199	
-0.416834	0.118112	4880	
0.055822	0.720502	10893	
0.747454	0.044397	1774	
-0.345541	0.437693	7736	
0.451479	0.378322	8615	
0.367037	0.144498	5414	
-0.399967	0.423714	6739	
0.145835	0.604587	5205	
0.391685	0.557220	2662	
0.164574	0.504272	2249	
0.670012	0.126417	8625	
-0.333529	0.375990	3081	
0.795966	-0.083207	9628	
-0.282866	0.507820	3009	
-0.463779	0.296496	7368	
-0.607988	0.262524	3006	
0.132955	0.399986	3647	
-0.846498	0.186109	8610	
0.613404	0.559992	2196	
-0.711111	-0.337057	10668	
-0.522940	0.173404	985	
-0.153836	0.703328	1678	
-0.140079	0.357621	9148	
0.969495	-0.046059	2314	
0.405869	0.411497	9865	
-0.004542	0.259615	2561	
-0.528768	-0.146685	1028	
-0.412574	0.776929	5611	
0.566605	-0.566492	10408	
0.685989	0.440553	5940	
-0.145337	0.680246	6574	
0.811785	-0.081873	9838	
-0.611163	0.064895	3202	
0.066081	0.580773	8028	
0.284944	0.611743	8145	
-0.642498	0.278550	8483	
0.029613	0.390528	3605	
0.078514	-0.828344	4517	
-0.307076	0.504922	3009	
-0.833843	0.312513	9116	
0.216876	0.545283	6327	
0.241067	-0.764865	3008	
-0.265241	0.034149	2776	
0.049648	0.171721	3058	
0.815198	-0.162148	8677	
-0.396239	0.538072	6410	
0.262372	0.559151	10695	
0.753849	0.056128	7676	
-0.490020	-0.074837	3577	
0.690043	0.042811	1881	
-0.300805	0.063034	5489	
-0.084858	-0.931572	9189	
-0.638639	0.116559	3063	
0.207937	0.669753	5758	
-0.615059	0.159452	411	
0.136306	0.717128	597	
0.066649	0.150384	7147	
-0.079587	0.540895	4720	
0.785796	-0.240505	6438	
-0.672864	0.152807	2784	
-0.260998	0.868202	8522	
0.365630	0.512729	7958	
0.347621	0.529400	6715	
0.691542	0.146659	10829	
-0.068279	0.360243	8952	
-0.314005	0.378749	2891	
-0.219161	0.496922	5316	
0.249995	0.812792	5034	
-0.109647	0.284930	1565	
-0.228433	0.228721	9992	
0.541114	-0.800919	760	
0.238082	0.810623	5034	
-0.680719	0.244044	4647	
-0.164164	-0.952837	9457	
-0.057478	-0.735316	10350	
0.025951	-0.788584	2471	
0.017188	0.429980	6689	
-0.058086	0.464745	849	
0.063097	0.863522	7635	
0.664323	0.495228	7660	
0.052721	0.166036	3058	
-0.300996	-0.923354	8545	
-0.584455	-0.113253	4627	
0.054393	0.410458	4765	
-0.380229	0.827527	5641	
-0.519677	0.340900	10565	
0.098551	-0.794907	1364	
-0.423547	0.116128	4880	
0.795884	-0.545988	10635	
0.079819	0.253136	4830	
-0.775175	0.011561	8535	
0.254821	-0.906994	10101	
-0.044693	0.771077	3454	
-0.055432	0.408095	3422	
-0.368803	0.648663	6889	
-0.443637	0.294077	2297	
-0.218713	-0.921673	8879	
-0.559431	0.168687	7641	
-0.634414	0.631844	5999	
-0.010155	0.836043	4683	
0.550786	-0.818504	8828	
0.379556	0.777561	6335	
0.364199	0.133049	6580	
-0.021633	0.316726	4546	
0.604311	0.577518	4078	
0.445533	0.466268	1931	
-0.563101	0.093927	6734	
0.641727	0.450212	8984	
-0.706847	0.467891	7060	
0.807348	0.327909	7482	
-0.037302	0.647160	3654	
-0.024159	-0.803832	2382	
-0.178503	0.421850	6880	
-0.650512	-0.094218	2099	
-0.808477	-0.443501	10924	
0.055388	0.886784	9656	
-0.242434	0.253274	608	
-0.247104	0.052271	7364	
0.307221	0.444025	6182	
-0.138086	-0.950563	9457	
0.718639	0.501574	6507	
0.693655	0.458159	5736	
0.433416	0.428182	2430	
-0.443493	-0.628896	7548	
-0.412229	-0.841228	785	
-0.366096	0.484864	1163	
0.816075	0.094503	1704	
-0.784064	-0.005611	464	
0.835380	0.256958	8526	
-0.241840	-0.906870	5525	
0.405510	0.714861	5798	
-0.357603	-0.687774	8077	
-0.694565	-0.317373	8990	
0.791501	-0.570666	5081	
0.614356	-0.479873	9920	
-0.260207	0.126542	7234	
0.058931	0.497954	2295	
-0.391571	-0.024863	9564	
-0.591709	0.319013	7722	
0.683443	-0.424083	8288	
-0.393810	-0.093634	8987	
-0.383191	-0.116431	9721	
-0.105084	-0.728808	436	
-0.376835	0.844081	2984	
-0.203459	-0.745804	2024	
0.758545	0.314704	7391	
-0.764028	0.548429	9391	
0.095163	-0.946931	9585	
0.037347	0.467967	1421	
-0.205191	0.455573	5943	
0.004474	0.759835	5049	
-0.035643	0.201692	566	
0.252665	0.259712	5932	
0.165696	0.298344	3226	
-0.548916	0.238943	1971	
-0.869465	-0.300489	9309	
-0.494581	0.061700	10691	
0.498632	0.401345	4748	
0.332641	0.489808	5872	
-0.064926	0.747389	3454	
0.496583	0.207439	7703	
0.568102	0.028054	9888	
-0.799879	-0.084334	1076	
0.864046	0.028889	10210	
-0.237857	0.357292	8325	
-0.061365	0.614180	440	
-0.236021	0.468851	1126	
-0.553137	-0.052454	8327	
0.360881	-0.680908	7896	
-0.417815	0.273864	1288	
-0.908060	0.103071	9754	
-0.013386	0.609402	3238	
0.556827	-0.538773	5460	
0.701876	-0.274002	7767	
0.274198	0.344679	485	
-0.091749	0.452194	9149	
-0.505435	0.186034	746	
-0.513008	0.234082	2677	
0.489173	0.303258	3090	
0.391495	0.521454	2192	
0.301309	0.271503	10153	
-0.285267	0.368365	9233	
-0.903613	-0.213184	1596	
-0.489624	-0.802960	553	
0.204430	0.417780	5851	
0.224301	0.308242	6101	
0.481079	0.544234	4754	
-0.703241	0.206110	754	
-0.399306	-0.847348	549	
0.278661	0.237405	9539	
0.041546	-0.964248	9877	
0.478278	0.655057	3638	
0.965734	0.058348	829	
0.523099	-0.566364	1689	
0.308263	0.610997	590	
0.518770	-0.805452	8745	
0.716986	0.677309	4088	
0.262011	0.370971	1752	
0.658828	-0.503204	1904	
0.020685	0.419502	5520	
0.238072	-0.938795	5942	
0.740737	-0.177359	2104	
0.051380	0.395365	2814	
-0.609359	-0.106451	4731	
-0.106319	0.311446	5469	
-0.368464	-0.103844	7339	
-0.291558	0.285497	687	
0.443428	0.704518	8875	
0.184981	0.350159	2916	
0.604580	0.028458	10760	
-0.037649	0.772839	2350	
-0.861559	0.222548	10151	
-0.483371	0.761714	7994	
0.259818	0.269898	5932	
-0.061397	0.198438	492	
0.744536	0.642159	6668	
-0.832052	0.246015	8992	
0.432493	0.515932	3313	
0.473581	-0.629866	6025	
-0.194395	0.218762	5218	
0.813295	-0.504650	11059	
-0.386520	0.573743	1484	
-0.270936	-0.679936	8853	
0.170248	0.439973	6863	
0.175443	0.205570	9862	
-0.520853	0.135548	6859	
0.697989	-0.302608	10047	
-0.424032	0.210826	7056	
-0.668720	-0.320998	9464	
0.037885	0.611980	2482	
0.459448	-0.834612	2580	
-0.518369	0.701969	7821	
-0.527002	-0.580877	1640	
-0.100676	-0.942796	9189	
0.650200	0.131126	3349	
-0.534920	-0.173014	8856	
0.293329	0.368496	2130	
0.340695	0.549712	6992	
-0.878406	-0.263780	8603	
-0.118420	-0.774930	3757	
-0.893361	0.227941	1285	
0.405841	0.473047	7253	
0.489512	0.442018	7202	
0.137146	0.386083	2366	
-0.459185	-0.046199	557	
-0.841525	0.289708	7509	
-0.234359	0.201433	6552	
0.655160	0.094343	2100	
-0.247862	-0.021930	749	
