time = 1.8	Re = 1
0.201087	-0.004076	0
0.220975	-0.039346	1
0.239626	-0.069423	2
0.286997	-0.082562	3
0.314699	-0.070704	4
0.342406	-0.058660	5
0.369474	-0.034472	6
0.395576	-0.007396	7
0.418999	0.029162	8
0.439801	0.068672	9
0.455831	0.113376	10
0.468193	0.160287	11
0.475063	0.210685	12
0.477944	0.262548	13
0.475157	0.316278	14
0.468190	0.371435	15
0.455454	0.427312	16
0.438081	0.483614	17
0.426397	0.511893	18
0.414617	0.540225	19
0.400268	0.568580	20
0.385591	0.597045	21
0.367972	0.625029	22
0.349782	0.653111	23
0.328734	0.680794	24
0.306682	0.708587	25
0.281411	0.735332	26
0.254551	0.761795	27
0.224476	0.786772	28
0.192761	0.810689	29
0.157758	0.831748	30
0.121779	0.850799	31
0.084344	0.866139	32
0.047874	0.879478	33
0.011681	0.889164	34
-0.022469	0.897781	35
-0.053618	0.904252	36
-0.082890	0.911300	37
-0.134666	0.923384	38
-0.174486	0.937515	39
-0.207082	0.954106	40
-0.230514	0.973544	41
