time = 2.2	Re = 1
0.201244	-0.005185	0
0.219038	-0.048939	1
0.234697	-0.084487	2
0.280957	-0.100677	3
0.310207	-0.087273	4
0.339488	-0.071915	5
0.368027	-0.043002	6
0.394790	-0.009546	7
0.417443	0.034346	8
0.435999	0.082460	9
0.448030	0.136014	10
0.454400	0.192222	11
0.453304	0.251446	12
0.449850	0.281744	13
0.446332	0.312074	14
0.439333	0.342930	15
0.432064	0.373933	16
0.421971	0.405489	17
0.411423	0.437374	18
0.397696	0.469072	19
0.383198	0.501220	20
0.365949	0.533417	21
0.347583	0.566202	22
0.325724	0.598861	23
0.301965	0.632449	24
0.274365	0.665953	25
0.243317	0.700652	26
0.206680	0.734372	27
0.163660	0.767682	28
0.112452	0.796601	29
0.083076	0.807545	30
0.053910	0.818102	31
0.023542	0.823389	32
-0.006524	0.828567	33
-0.064402	0.830784	34
-0.116739	0.827236	35
-0.163142	0.821982	36
-0.204984	0.815559	37
-0.243020	0.810895	38
-0.278169	0.805990	39
-0.311514	0.803191	40
-0.342823	0.799624	41
-0.373059	0.797620	42
-0.400285	0.795380	43
-0.427605	0.794580	44
-0.477762	0.793111	45
-0.520408	0.794849	46
-0.559087	0.798606	47
-0.591266	0.806305	48
