time = 6	Re = 1
0.201233	-0.016290	0
0.197476	-0.074328	1
0.189164	-0.103769	2
0.180413	-0.133438	3
0.163489	-0.169253	4
0.145309	-0.202476	5
0.172953	-0.242652	6
0.226269	-0.228084	7
0.255931	-0.211605	8
0.286106	-0.193189	9
0.315163	-0.163347	10
0.343521	-0.128433	11
0.366363	-0.087434	12
0.386169	-0.040324	13
0.396944	0.010303	14
0.401833	0.065390	15
0.399113	0.121536	16
0.387994	0.179971	17
0.369420	0.233612	18
0.356691	0.261509	19
0.343819	0.289493	20
0.313647	0.340154	21
0.296163	0.366420	22
0.278686	0.392957	23
0.260887	0.417495	24
0.243020	0.442223	25
0.223368	0.470331	26
0.203661	0.500155	27
0.183328	0.531912	28
0.162557	0.566927	29
0.136129	0.613985	30
0.119067	0.643652	31
0.100056	0.674877	32
0.059231	0.716986	33
0.029135	0.720903	34
-0.003495	0.729138	35
-0.026722	0.723427	36
-0.068485	0.714785	37
-0.104638	0.684432	38
-0.108371	0.671966	39
-0.135400	0.653042	40
-0.140042	0.642547	41
-0.161452	0.629309	42
-0.165174	0.620481	43
-0.185524	0.607769	44
-0.211005	0.588870	45
-0.234276	0.570344	46
-0.259807	0.552870	47
-0.279036	0.537501	48
-0.306277	0.520024	49
-0.327297	0.503599	50
-0.355415	0.484421	51
-0.373151	0.469203	52
-0.403477	0.447556	53
-0.415932	0.434353	54
-0.444473	0.411437	55
-0.452392	0.400551	56
-0.483120	0.373451	57
-0.492230	0.360337	58
-0.519179	0.331900	59
-0.522455	0.323217	60
-0.551875	0.288347	61
-0.554596	0.279361	62
-0.579579	0.243796	63
-0.580992	0.236004	64
-0.604499	0.196733	65
-0.605347	0.188662	66
-0.623875	0.150303	67
-0.641475	0.098943	68
-0.652877	0.051456	69
-0.661673	0.001432	70
-0.666024	-0.047203	71
-0.667572	-0.101327	72
-0.664536	-0.144894	73
-0.658621	-0.195388	74
-0.649284	-0.241622	75
-0.635516	-0.295304	76
-0.621453	-0.333752	77
-0.602119	-0.380652	78
-0.583511	-0.416691	79
-0.556688	-0.464452	80
-0.535103	-0.495145	81
-0.502529	-0.539430	82
-0.476963	-0.567875	83
-0.437045	-0.610042	84
-0.410789	-0.632573	85
-0.369329	-0.666730	86
-0.332721	-0.692061	87
-0.292703	-0.717364	88
-0.254125	-0.737894	89
-0.212423	-0.757956	90
-0.171556	-0.774248	91
-0.127586	-0.789720	92
-0.087566	-0.800416	93
-0.044918	-0.810325	94
-0.001163	-0.817602	95
0.045283	-0.823461	96
0.086153	-0.825601	97
0.129101	-0.826470	98
0.173374	-0.824678	99
0.219912	-0.820945	100
0.260149	-0.814814	101
0.302151	-0.807118	102
0.344191	-0.796797	103
0.387614	-0.784426	104
0.424087	-0.771364	105
0.461667	-0.756838	106
0.500236	-0.739337	107
0.539693	-0.719612	108
0.574518	-0.699693	109
0.609860	-0.678062	110
0.643719	-0.654520	111
0.678141	-0.629010	112
0.706983	-0.604958	113
0.736284	-0.579495	114
0.764266	-0.552239	115
0.792462	-0.523182	116
0.817349	-0.494557	117
0.842327	-0.464528	118
0.865259	-0.433811	119
0.888155	-0.401760	120
0.906740	-0.372900	121
0.925287	-0.343337	122
0.942381	-0.312908	123
0.959330	-0.281718	124
