Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 7.6830	Mesh (Number of cells): 1379
0.5828065214 	 -0.5845682898 	 0.4587103553 	 0.4587102834 	 209
-0.5828065214 	 0.5845682898 	 -0.4587117509 	 -0.4587116787 	 210
0.6750880043 	 -0.1968572159 	 0.0964318425 	 0.0964318109 	 211
-0.6750880043 	 0.1968572159 	 -0.0964318813 	 -0.0964318497 	 212
0.6290589816 	 -0.5467481555 	 0.4341485732 	 0.4341485102 	 213
-0.6290589816 	 0.5467481555 	 -0.4341497550 	 -0.4341496919 	 214
0.7452484464 	 -0.0643987254 	 0.0337648651 	 0.0337648547 	 215
-0.7452484464 	 0.0643987254 	 -0.0337647313 	 -0.0337647210 	 216
0.1142177577 	 -0.6806932764 	 0.1022525053 	 0.1022524794 	 217
-0.1142177577 	 0.6806932764 	 -0.1022579385 	 -0.1022579119 	 218
0.6542139109 	 -0.1507045623 	 0.0703443165 	 0.0703442893 	 219
-0.6542139109 	 0.1507045623 	 -0.0703441330 	 -0.0703441058 	 220
0.1318000234 	 -0.5594394154 	 0.0038207486 	 0.0038207466 	 221
-0.1318000234 	 0.5594394154 	 -0.0038209218 	 -0.0038209198 	 222
-0.2289503515 	 0.1540330966 	 0.0307998811 	 0.0307998689 	 223
0.2289503515 	 -0.1540330966 	 -0.0307958229 	 -0.0307958112 	 224
0.1707182834 	 -0.5615277057 	 0.0167807461 	 0.0167807398 	 225
-0.1707182834 	 0.5615277057 	 -0.0167816084 	 -0.0167816019 	 226
-0.2236599631 	 0.3682841144 	 0.0143557289 	 0.0143557207 	 227
0.2236599631 	 -0.3682841143 	 -0.0143547437 	 -0.0143547356 	 228
-0.2560397104 	 0.1832475233 	 0.0384254990 	 0.0384254810 	 229
0.2560397104 	 -0.1832475233 	 -0.0384217244 	 -0.0384217069 	 230
0.2742440619 	 0.0011393599 	 0.0056732739 	 0.0056732548 	 231
-0.2742440619 	 -0.0011393599 	 -0.0056730641 	 -0.0056730450 	 232
-0.0232607001 	 -0.7656843048 	 0.5223821268 	 0.5223819818 	 233
0.0232607001 	 0.7656843048 	 -0.5223825389 	 -0.5223823938 	 234
0.2661290530 	 -0.0813649511 	 -0.0198669070 	 -0.0198669048 	 235
-0.2661290530 	 0.0813649511 	 0.0198684667 	 0.0198684643 	 236
0.7998828857 	 -0.0548109190 	 0.0469883801 	 0.0469883722 	 237
-0.7998828857 	 0.0548109189 	 -0.0469883732 	 -0.0469883654 	 238
0.3072464965 	 -0.0930144158 	 -0.0238342521 	 -0.0238342503 	 239
-0.3072464965 	 0.0930144158 	 0.0238359244 	 0.0238359224 	 240
0.3160460457 	 -0.0032080979 	 0.0080723551 	 0.0080723229 	 241
