Time	U_x	U_y	P	Max.Res.	Omega_1(Wall)
0	0	0	0	0	1
0.0001	5.116953789e-07	2.25006791e-05	-0.01251323235	1	1
0.0002	-2.98370398e-07	6.505458221e-05	-0.03570387433	33.71945443	1
0.0003	3.247186188e-07	6.83271743e-05	-0.04913987909	13.9853562	1
0.0004	4.561835731e-07	5.824736759e-05	-0.05875562155	2.359653212	1
0.0005	-4.495717408e-07	4.788240103e-05	-0.06316596285	1.410033248	1
0.0006	-1.885019333e-06	3.98482165e-05	-0.06027526712	2.578739489	1
0.0007	-3.29733968e-06	3.456180662e-05	-0.05243849371	0.3954467815	1
0.0008	-4.332068776e-06	3.102817509e-05	-0.04092075664	0.3714105565	1
0.0009	-4.920940342e-06	2.879586707e-05	-0.0278485405	0.3402480965	1
0.001	-5.126623417e-06	2.73593233e-05	-0.01442057208	0.4174343934	1
0.0011	-5.0757798e-06	2.650005213e-05	-0.001750362177	0.5894639081	1
0.0012	-4.883377394e-06	2.600741325e-05	0.009552836198	1.112131007	1
0.0013	-4.673338933e-06	2.559142676e-05	0.01429198164	3.549060627	1
0.0014	-4.504198028e-06	2.516188086e-05	0.01831927485	1.459145531	1
0.0015	-4.387721809e-06	2.469798488e-05	0.02145936769	0.5936110267	1
0.0016	-4.315822556e-06	2.426276664e-05	0.02378969961	0.7184448902	1
0.0017	-4.270627701e-06	2.387277069e-05	0.02553685711	0.4345364087	1
0.0018	-4.236265018e-06	2.352513506e-05	0.02678363493	0.3116384081	1
0.0019	-4.202114126e-06	2.321849906e-05	0.0276737713	0.2716405436	1
0.002	-4.160102532e-06	2.297021486e-05	0.02847646924	0.2775253082	1
0.0021	-4.105613588e-06	2.277965909e-05	0.02914560511	0.2746179306	1
0.0022	-4.037268918e-06	2.264748296e-05	0.02963308162	0.3809055928	1
0.0023	-3.955863324e-06	2.257644621e-05	0.02991450626	0.6850970734	1
0.0024	-3.863914481e-06	2.256260022e-05	0.0299670314	2.552385432	1
0.0025	-3.765069366e-06	2.260009232e-05	0.0297780632	0.4802845461	1
0.0026	-3.663580006e-06	2.267601259e-05	0.02933799899	0.9952238832	1
0.0027	-3.563841914e-06	2.277376828e-05	0.02864533577	19.08749092	1
0.0028	-3.469829253e-06	2.287344092e-05	0.02771892031	0.9546852843	1
0.0029	-3.384885199e-06	2.295990252e-05	0.02654650214	0.5000036853	1
0.003	-3.311039069e-06	2.301449692e-05	0.02517683857	0.3911538379	1
0.0031	-3.249485138e-06	2.302450953e-05	0.02361581834	0.3688701933	1
0.0032	-3.200318129e-06	2.298052103e-05	0.02190931854	0.327152463	1
0.0033	-3.162889074e-06	2.287725025e-05	0.02008479746	0.4571675227	1
0.0034	-3.145082094e-06	2.254370142e-05	0.0164189879	0.5597734611	1
0.0035	-3.14942826e-06	2.209520857e-05	0.01275825089	0.4593427598	1
0.0036	-3.167217184e-06	2.169083892e-05	0.01022517686	0.3695763337	1
0.0037	-3.185550614e-06	2.133040424e-05	0.008449701684	0.3353611122	1
0.0038	-3.196971314e-06	2.100705033e-05	0.007203315481	0.3252394307	1
0.0039	-3.200003533e-06	2.069571664e-05	0.006198495419	0.3388124013	1
0.004	-3.198022667e-06	2.035577963e-05	0.005112505115	0.361013122	1
0.0041	-3.195843622e-06	2.000589144e-05	0.004068965533	0.3032919028	1
0.0042	-3.196094515e-06	1.964755324e-05	0.003051184195	0.2986175236	1
0.0043	-3.199869205e-06	1.928314608e-05	0.002065278033	0.4255563398	1
0.0044	-3.207263379e-06	1.891134745e-05	0.001096473672	0.6990649791	1
0.0045	-3.217704475e-06	1.853880669e-05	0.0001906969933	0.9626525486	1
0.0046	-3.230106006e-06	1.816639979e-05	-0.0006506535596	0.3958671983	1
0.0047	-3.243428508e-06	1.779457901e-05	-0.001427329596	0.4554496911	1
0.0048	-3.256856246e-06	1.742391581e-05	-0.002140006522	0.3312417241	1
0.0049	-3.269803326e-06	1.705760645e-05	-0.002774771022	0.2541316748	1
0.005	-3.281834762e-06	1.669657575e-05	-0.00333591836	0.2052410674	1
0.0051	-3.292736572e-06	1.633920229e-05	-0.003841158523	0.1929743638	1
0.0052	-3.302558217e-06	1.598829391e-05	-0.004280765676	0.2280427398	1
0.0053	-3.311326738e-06	1.564248127e-05	-0.004670442307	0.2619332115	1
0.0054	-3.319210225e-06	1.530420071e-05	-0.005002672888	0.2745538729	1
0.0055	-3.326285228e-06	1.497210043e-05	-0.005290959402	0.3561484193	1
0.0056	-3.332696323e-06	1.46463365e-05	-0.005537691063	0.3934373768	1
0.0057	-3.33860716e-06	1.432896294e-05	-0.005738372204	0.3681625029	1
0.0058	-3.344057517e-06	1.401860565e-05	-0.005903196924	0.4603741178	1
0.0059	-3.349133235e-06	1.371522041e-05	-0.006034444592	0.3385570667	1
0.006	-3.353911681e-06	1.341886269e-05	-0.006134364319	0.3157122151	1
0.0061	-3.358444448e-06	1.312950817e-05	-0.006205188553	0.4709459926	1
0.0062	-3.36270857e-06	1.284442365e-05	-0.00625265659	0.7388526968	1
0.0063	-3.366756265e-06	1.256442688e-05	-0.006274257625	1.007596674	1
0.0064	-3.370571615e-06	1.228949537e-05	-0.006270279118	0.4607411762	1
0.0065	-3.374094685e-06	1.201943311e-05	-0.006241057631	0.7486813297	1
0.0066	-3.377285501e-06	1.17551751e-05	-0.006189121756	0.7761910606	1
0.0067	-3.380036287e-06	1.14956545e-05	-0.0061137053	0.4279936092	1
0.0068	-3.382257183e-06	1.12405592e-05	-0.006015312958	0.4232250267	1
0.0069	-3.383851579e-06	1.098974924e-05	-0.005894537609	0.3090565082	1
0.007	-3.384699638e-06	1.074314833e-05	-0.005752072784	0.2371432639	1
0.0071	-3.384726874e-06	1.050167776e-05	-0.005595280575	0.1908103226	1
0.0072	-3.383780437e-06	1.026479195e-05	-0.005419214739	0.1687339172	1
0.0073	-3.381725569e-06	1.003258319e-05	-0.005224813393	0.1889649602	1
0.0074	-3.378532421e-06	9.806015125e-06	-0.005021924834	0.1916446524	1
0.0075	-3.374100069e-06	9.584856535e-06	-0.004803348721	0.1405153721	1
0.0076	-3.368347849e-06	9.369337776e-06	-0.004570144213	0.1630904899	1
0.0077	-3.361321648e-06	9.160214888e-06	-0.004334126425	0.1704161557	1
0.0078	-3.352994247e-06	8.957530584e-06	-0.004086075607	0.1817794469	1
0.0079	-3.343342776e-06	8.761509336e-06	-0.003827041844	0.1914740281	1
0.008	-3.332370137e-06	8.572480805e-06	-0.003558082839	0.1904233666	1
0.0081	-3.320195083e-06	8.390574327e-06	-0.003292849555	0.1671165708	1
0.0082	-3.306870339e-06	8.216126056e-06	-0.003019953459	0.1492921305	1
0.0083	-3.292513787e-06	8.04876577e-06	-0.002753614968	0.1737199858	1
0.0084	-3.277191813e-06	7.888963654e-06	-0.002481572257	0.2221984366	1
