Coord_center_el.x 	 Coord_center_el.y 	 U_x_wall	U_x_obst	U_wall	U_obst	Time: 50.0010	Mesh (Number of cells): 10265
0.8349313188 	 -0.1538330404 	 -1.0378083243 	 -1.0286717105 	 1.1655944320 	 1.1355889438 	 341
-0.8349313188 	 0.1538330404 	 1.0378084177 	 1.0286718039 	 1.1655946220 	 1.1355891278 	 342
0.3134450270 	 0.0516678045 	 -0.3931550761 	 -0.3962237847 	 0.3970358581 	 0.3979253569 	 343
-0.3134450270 	 -0.0516678045 	 0.3931541413 	 0.3962228499 	 0.3970349548 	 0.3979244409 	 344
0.5608527109 	 0.3751089284 	 1.1794835605 	 1.1572046962 	 1.2834298465 	 1.2500136795 	 345
-0.5608527109 	 -0.3751089284 	 -1.1794833995 	 -1.1572045353 	 1.2834296974 	 1.2500135293 	 346
0.1599746713 	 -0.2436237410 	 -0.9489437299 	 -0.9344741723 	 1.0309270177 	 1.0138997180 	 347
-0.1599746713 	 0.2436237410 	 0.9489437415 	 0.9344741839 	 1.0309269695 	 1.0138996703 	 348
-0.5294788926 	 -0.7800919481 	 0.7900834259 	 0.8364154678 	 0.9611817877 	 1.0171757423 	 349
0.5294788926 	 0.7800919481 	 -0.7900833882 	 -0.8364154302 	 0.9611817447 	 1.0171756993 	 350
-0.4639716062 	 -0.2299676670 	 -1.1053458981 	 -1.0916874164 	 1.2414334904 	 1.2168657819 	 351
0.4639716062 	 0.2299676670 	 1.1053460090 	 1.0916875273 	 1.2414335229 	 1.2168658171 	 352
0.1078135060 	 -0.0292157535 	 -0.0496298672 	 -0.0478946544 	 0.3133339340 	 0.3067373472 	 353
-0.1078135060 	 0.0292157535 	 0.0496298294 	 0.0478946166 	 0.3133337293 	 0.3067371425 	 354
-0.3074645371 	 -0.1402533069 	 -0.0466872532 	 -0.0383571812 	 0.3043584298 	 0.2850872226 	 355
0.3074645371 	 0.1402533069 	 0.0466871716 	 0.0383570996 	 0.3043581655 	 0.2850869591 	 356
-0.6171567522 	 -0.7073079567 	 0.7546092687 	 0.7966184472 	 0.9956148479 	 1.0513661877 	 357
0.6171567522 	 0.7073079567 	 -0.7546092190 	 -0.7966183976 	 0.9956147868 	 1.0513661266 	 358
0.2971771852 	 -0.1214427645 	 -0.0906688486 	 -0.0834559921 	 0.3158065543 	 0.2968342572 	 359
-0.2971771852 	 0.1214427645 	 0.0906689032 	 0.0834560468 	 0.3158065098 	 0.2968342123 	 360
0.2376034729 	 -0.3166310431 	 -1.1216764145 	 -1.1028707303 	 1.2155134138 	 1.1927364674 	 361
-0.2376034729 	 0.3166310431 	 1.1216764998 	 1.1028708157 	 1.2155134605 	 1.1927365146 	 362
0.2994866608 	 -0.1338305253 	 -0.1989785323 	 -0.1910299289 	 0.3847357634 	 0.3654089253 	 363
-0.2994866608 	 0.1338305253 	 0.1989785960 	 0.1910299926 	 0.3847357390 	 0.3654089015 	 364
0.4892504146 	 -0.2452460405 	 -1.1929335200 	 -1.1783676090 	 1.3447004048 	 1.3185056825 	 365
-0.4892504146 	 0.2452460405 	 1.1929336409 	 1.1783677299 	 1.3447005240 	 1.3185058022 	 366
-0.1119125516 	 -0.7999903550 	 0.5864589631 	 0.6339728322 	 0.5872089615 	 0.6350121186 	 367
0.1119125516 	 0.7999903550 	 -0.5864589253 	 -0.6339727944 	 0.5872089240 	 0.6350120811 	 368
0.6898219744 	 -0.0739055258 	 -1.1705841299 	 -1.1661946552 	 1.1842322843 	 1.1743668879 	 369
-0.6898219744 	 0.0739055258 	 1.1705840430 	 1.1661945683 	 1.1842321945 	 1.1743667986 	 370
0.8287468464 	 0.0508852187 	 0.9877079721 	 0.9846857437 	 1.7806763314 	 1.7382210728 	 371
-0.8287468464 	 -0.0508852187 	 -0.9877083846 	 -0.9846861561 	 1.7806766418 	 1.7382213873 	 372
0.1913312020 	 -0.0916375874 	 0.0765189914 	 0.0819616274 	 0.7362441017 	 0.7255375272 	 373
-0.1913312020 	 0.0916375874 	 -0.0765189282 	 -0.0819615643 	 0.7362437602 	 0.7255371855 	 374
-0.6628554571 	 0.1981685307 	 1.3703969991 	 1.3586271651 	 1.4491976237 	 1.4256539177 	 375
0.6628554571 	 -0.1981685307 	 -1.3703968600 	 -1.3586270261 	 1.4491974682 	 1.4256537629 	 376
0.2188916678 	 0.9150420005 	 -0.8966932529 	 -0.9510403903 	 0.9222361144 	 0.9781165630 	 377
-0.2188916678 	 -0.9150420005 	 0.8966932748 	 0.9510404123 	 0.9222361367 	 0.9781165852 	 378
0.3233829173 	 -0.3254121613 	 -1.1386506992 	 -1.1193234776 	 1.2713421668 	 1.2455186955 	 379
-0.3233829173 	 0.3254121613 	 1.1386508244 	 1.1193236028 	 1.2713422614 	 1.2455187907 	 380
-0.0312871727 	 0.5476036075 	 1.1127917972 	 1.0802679475 	 1.1131878604 	 1.0806264708 	 381
0.0312871727 	 -0.5476036075 	 -1.1127917699 	 -1.0802679201 	 1.1131878329 	 1.0806264432 	 382
0.2224524036 	 0.1588648682 	 0.2418757992 	 0.2324403298 	 0.4703040547 	 0.4541223929 	 383
-0.2224524036 	 -0.1588648682 	 -0.2418759419 	 -0.2324404724 	 0.4703042857 	 0.4541226239 	 384
0.5780871117 	 0.3786901102 	 1.1132920619 	 1.0908005003 	 1.2006340658 	 1.1671576208 	 385
-0.5780871117 	 -0.3786901102 	 -1.1132918955 	 -1.0908003339 	 1.2006339041 	 1.1671574583 	 386
0.3623270913 	 0.0681118926 	 -0.3026905426 	 -0.3067359158 	 0.3115396881 	 0.3111468148 	 387
