Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 7.6830	Mesh (Number of cells): 1379
0.5828065214 	 -0.5845682898 	 0.4522087489 	 0.4522086619 	 209
-0.5828065214 	 0.5845682898 	 -0.4522105061 	 -0.4522104189 	 210
0.6750880043 	 -0.1968572159 	 0.3493801429 	 0.3493800262 	 211
-0.6750880043 	 0.1968572159 	 -0.3493818614 	 -0.3493817444 	 212
0.6290589816 	 -0.5467481555 	 0.4919648311 	 0.4919647452 	 213
-0.6290589816 	 0.5467481555 	 -0.4919665261 	 -0.4919664400 	 214
0.7452484464 	 -0.0643987254 	 0.4627533265 	 0.4627532059 	 215
-0.7452484464 	 0.0643987254 	 -0.4627545446 	 -0.4627544238 	 216
0.1142177577 	 -0.6806932764 	 0.0242284904 	 0.0242284899 	 217
-0.1142177577 	 0.6806932764 	 -0.0242262851 	 -0.0242262849 	 218
0.6542139109 	 -0.1507045623 	 0.3012800074 	 0.3012798845 	 219
-0.6542139109 	 0.1507045623 	 -0.3012817164 	 -0.3012815933 	 220
0.1318000234 	 -0.5594394154 	 -0.0525129362 	 -0.0525129128 	 221
-0.1318000234 	 0.5594394154 	 0.0525164359 	 0.0525164121 	 222
-0.2289503515 	 0.1540330966 	 0.0752664148 	 0.0752663858 	 223
0.2289503515 	 -0.1540330966 	 -0.0752637417 	 -0.0752637130 	 224
0.1707182834 	 -0.5615277057 	 -0.0447394594 	 -0.0447394367 	 225
-0.1707182834 	 0.5615277057 	 0.0447409626 	 0.0447409396 	 226
-0.2236599631 	 0.3682841144 	 0.0856664022 	 0.0856663604 	 227
0.2236599631 	 -0.3682841143 	 -0.0856655296 	 -0.0856654879 	 228
-0.2560397104 	 0.1832475233 	 0.0950484037 	 0.0950483640 	 229
0.2560397104 	 -0.1832475233 	 -0.0950462390 	 -0.0950461996 	 230
0.2742440619 	 0.0011393599 	 -0.1153306880 	 -0.1153306149 	 231
-0.2742440619 	 -0.0011393599 	 0.1153324836 	 0.1153324101 	 232
-0.0232607001 	 -0.7656843048 	 -0.0706537682 	 -0.0706537330 	 233
0.0232607001 	 0.7656843048 	 0.0706534424 	 0.0706534072 	 234
0.2661290530 	 -0.0813649511 	 -0.1037664437 	 -0.1037663957 	 235
-0.2661290530 	 0.0813649511 	 0.1037687318 	 0.1037686835 	 236
0.7998828857 	 -0.0548109190 	 0.5938253320 	 0.5938252319 	 237
-0.7998828857 	 0.0548109189 	 -0.5938263503 	 -0.5938262501 	 238
0.3072464965 	 -0.0930144158 	 -0.1283430505 	 -0.1283429889 	 239
-0.3072464965 	 0.0930144158 	 0.1283452958 	 0.1283452339 	 240
0.3160460457 	 -0.0032080979 	 -0.1410904289 	 -0.1410903399 	 241
-0.3160460457 	 0.0032080979 	 0.1410923088 	 0.1410922195 	 242
-0.0678078378 	 -0.2216579237 	 0.0003577563 	 0.0003577551 	 243
0.0678078378 	 0.2216579237 	 -0.0003461549 	 -0.0003461552 	 244
-0.2591082501 	 -0.0767030579 	 0.1104318926 	 0.1104317957 	 245
0.2591082501 	 0.0767030579 	 -0.1104302347 	 -0.1104301380 	 246
-0.2450876228 	 -0.1808132096 	 0.1153861917 	 0.1153860545 	 247
0.2450876228 	 0.1808132096 	 -0.1153849976 	 -0.1153848605 	 248
-0.0681455294 	 0.2226829929 	 0.0001437846 	 0.0001437838 	 249
0.0681455294 	 -0.2226829929 	 -0.0001319859 	 -0.0001319867 	 250
-0.2221738718 	 -0.1505597952 	 0.0933307838 	 0.0933306773 	 251
0.2221738718 	 0.1505597952 	 -0.0933287651 	 -0.0933286589 	 252
0.1419045182 	 0.3242683692 	 -0.0815598303 	 -0.0815597157 	 253
-0.1419045182 	 -0.3242683692 	 0.0815611328 	 0.0815610180 	 254
-0.6921396954 	 0.4688612169 	 -0.5514794139 	 -0.5514793321 	 255
0.6921396954 	 -0.4688612169 	 0.5514778886 	 0.5514778070 	 256
-0.1462563993 	 0.6903712880 	 -0.0822638445 	 -0.0822638264 	 257
0.1462563993 	 -0.6903712880 	 0.0822660416 	 0.0822660233 	 258
-0.1953468650 	 0.5278950309 	 0.0554979203 	 0.0554978917 	 259
0.1953468650 	 -0.5278950309 	 -0.0554965003 	 -0.0554964718 	 260
0.1221731719 	 0.2954708769 	 -0.0599552841 	 -0.0599551979 	 261
-0.1221731719 	 -0.2954708769 	 0.0599574975 	 0.0599574111 	 262
0.1823720626 	 0.5634450968 	 -0.0466717189 	 -0.0466716627 	 263
-0.1823720626 	 -0.5634450968 	 0.0466716818 	 0.0466716256 	 264
0.6013782182 	 -0.4949245049 	 0.4233649873 	 0.4233648859 	 265
-0.6013782182 	 0.4949245049 	 -0.4233670368 	 -0.4233669351 	 266
0.6377473399 	 -0.4573455727 	 0.4373865468 	 0.4373864424 	 267
-0.6377473399 	 0.4573455727 	 -0.4373885903 	 -0.4373884856 	 268
-0.5362631556 	 -0.7125199923 	 -0.4765218361 	 -0.4765218007 	 269
0.5362631556 	 0.7125199922 	 0.4765213648 	 0.4765213294 	 270
-0.2620879795 	 0.3819486396 	 0.0845622392 	 0.0845621985 	 271
0.2620879795 	 -0.3819486396 	 -0.0845619020 	 -0.0845618614 	 272
0.2999877147 	 0.0781017522 	 -0.1388119969 	 -0.1388118831 	 273
-0.2999877147 	 -0.0781017522 	 0.1388135579 	 0.1388134439 	 274
0.0673221422 	 0.4469069435 	 -0.0007245698 	 -0.0007245696 	 275
-0.0673221422 	 -0.4469069435 	 0.0007363184 	 0.0007363167 	 276
0.2365891610 	 -0.5349620759 	 -0.0302810027 	 -0.0302809842 	 277
-0.2365891610 	 0.5349620760 	 0.0302811088 	 0.0302810903 	 278
0.0643511098 	 -0.6718666667 	 -0.0001626510 	 -0.0001626515 	 279
-0.0643511098 	 0.6718666667 	 0.0001723367 	 0.0001723359 	 280
-0.0643511098 	 -0.6718666667 	 -0.0010326419 	 -0.0010326419 	 281
0.0643511098 	 0.6718666667 	 0.0010423964 	 0.0010423951 	 282
0.1439079782 	 0.3863332096 	 -0.0966641157 	 -0.0966639856 	 283
-0.1439079782 	 -0.3863332096 	 0.0966661566 	 0.0966660262 	 284
-0.3204692182 	 -0.0423617003 	 0.1436160873 	 0.1436159845 	 285
0.3204692182 	 0.0423617003 	 -0.1436143965 	 -0.1436142939 	 286
-0.1991725196 	 0.3925209742 	 0.0792799953 	 0.0792799557 	 287
0.1991725196 	 -0.3925209742 	 -0.0792786196 	 -0.0792785802 	 288
0.4234648082 	 -0.6639186475 	 0.3070113141 	 0.3070112353 	 289
-0.4234648082 	 0.6639186475 	 -0.3070129818 	 -0.3070129028 	 290
-0.0532719389 	 -0.7634581319 	 -0.1698920759 	 -0.1698920062 	 291
0.0532719389 	 0.7634581319 	 0.1698888551 	 0.1698887858 	 292
0.3325048126 	 0.1959769972 	 -0.1215543778 	 -0.1215542753 	 293
-0.3325048126 	 -0.1959769972 	 0.1215543464 	 0.1215542439 	 294
