Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_eps	Time: 0.0020	Mesh (Number of cells): 3105
-0.0312060741 	 -0.2616109564 	 -0.0008626857 	 0.2634655795 	 157
0.6867828557 	 0.7047644672 	 -0.1219710877 	 0.9840546962 	 158
0.4052779588 	 -0.8957088105 	 -0.1342781231 	 0.9831299493 	 159
0.1911550640 	 0.9240661150 	 -0.0245758503 	 0.9436304592 	 160
0.0925069424 	 0.9160210467 	 0.0255974431 	 0.9206802335 	 161
-0.8330955283 	 0.3490160575 	 -0.0029303473 	 0.9032498921 	 162
0.1641089660 	 0.9143343719 	 -0.0368358310 	 0.9289451525 	 163
-0.0347633628 	 -0.2921539914 	 0.0002834968 	 0.2942149658 	 164
0.6741249028 	 0.6235312433 	 -0.0143441258 	 0.9182786047 	 165
0.8399822769 	 -0.2569111715 	 0.0000583713 	 0.8783926090 	 166
-0.9743743381 	 0.1426524846 	 -0.1185317371 	 0.9847614341 	 167
-0.0929148073 	 -0.9363172965 	 -0.0693903418 	 0.9409161712 	 168
-0.2776704278 	 0.0721809622 	 -0.0000000000 	 0.2868988633 	 169
-0.5729049339 	 0.8003879847 	 -0.1230975446 	 0.9842972058 	 170
-0.8305495767 	 0.3212517911 	 -0.0026398887 	 0.8905140721 	 171
0.9104930898 	 0.1039241400 	 -0.0000097318 	 0.9164048742 	 172
-0.2504957754 	 0.0646180163 	 -0.0000000000 	 0.2586960021 	 173
0.5836977789 	 0.6339114930 	 -0.0011818611 	 0.8617115980 	 174
0.6687954312 	 0.6533774105 	 -0.0352289960 	 0.9349809460 	 175
-0.2408177743 	 -0.1290887041 	 -0.0000000000 	 0.2732345036 	 176
0.4916405890 	 -0.8515464764 	 -0.1246475047 	 0.9832811756 	 177
-0.8626595462 	 -0.3314078011 	 -0.0071203675 	 0.9241280340 	 178
-0.8634578003 	 0.4712304900 	 -0.1286951549 	 0.9836755297 	 179
-0.2798667852 	 0.8942637838 	 -0.0071022896 	 0.9370342216 	 180
